district,date,rainfall_mm,rainfall_normal_mm,tmax
Rampur,2025-08-04,19.1,9.5,30.7
Rampur,2025-08-05,27.1,9.5,30.0
Rampur,2025-08-06,47.9,9.5,29.1
Rampur,2025-08-07,10.6,9.5,30.6
Rampur,2025-08-08,5.8,9.5,32.4
Rampur,2025-08-09,3.5,9.5,32.3
Rampur,2025-08-10,18.5,9.5,30.1
Rampur,2025-08-11,9.9,9.5,32.3
Rampur,2025-08-12,6.0,9.5,31.6
Rampur,2025-08-13,11.1,9.5,32.4
Rampur,2025-08-14,1.2,9.5,33.3
Rampur,2025-08-15,6.7,9.5,32.2
Rampur,2025-08-16,8.9,9.5,33.2
Rampur,2025-08-17,2.4,9.5,32.3
Rampur,2025-08-18,16.4,9.5,31.6
Rampur,2025-08-19,8.3,9.5,32.3
Rampur,2025-08-20,3.6,9.5,29.8
Rampur,2025-08-21,14.9,9.5,32.4
Rampur,2025-08-22,8.5,9.5,32.6
Rampur,2025-08-23,15.2,9.5,31.2
Rampur,2025-08-24,5.2,9.5,32.4
Rampur,2025-08-25,3.5,9.5,31.8
Rampur,2025-08-26,5.3,9.5,33.0
Rampur,2025-08-27,5.9,9.5,33.1
Rampur,2025-08-28,1.1,9.5,34.5
Rampur,2025-08-29,2.6,9.5,30.9
Rampur,2025-08-30,4.8,9.5,32.0
Rampur,2025-08-31,38.0,9.5,31.9
Rampur,2025-09-01,11.4,5.5,33.9
Rampur,2025-09-02,11.2,5.5,32.2
Rampur,2025-09-03,23.4,5.5,34.1
Rampur,2025-09-04,0.1,5.5,34.2
Rampur,2025-09-05,6.3,5.5,31.4
Rampur,2025-09-06,1.5,5.5,34.1
Rampur,2025-09-07,7.0,5.5,30.8
Rampur,2025-09-08,11.1,5.5,33.8
Rampur,2025-09-09,13.6,5.5,34.2
Rampur,2025-09-10,3.6,5.5,37.6
Rampur,2025-09-11,7.7,5.5,33.9
Rampur,2025-09-12,16.7,5.5,32.0
Rampur,2025-09-13,6.9,5.5,33.4
Rampur,2025-09-14,3.8,5.5,32.7
Rampur,2025-09-15,5.1,5.5,33.8
Rampur,2025-09-16,1.5,5.5,30.7
Rampur,2025-09-17,1.3,5.5,33.1
Rampur,2025-09-18,1.0,5.5,33.1
Rampur,2025-09-19,2.1,5.5,33.7
Rampur,2025-09-20,0.1,5.5,33.3
Rampur,2025-09-21,30.0,5.5,32.8
Rampur,2025-09-22,4.0,5.5,33.7
Rampur,2025-09-23,8.2,5.5,33.2
Rampur,2025-09-24,2.9,5.5,34.3
Rampur,2025-09-25,1.8,5.5,30.1
Rampur,2025-09-26,33.4,5.5,30.3
Rampur,2025-09-27,5.8,5.5,32.6
Rampur,2025-09-28,9.1,5.5,31.3
Rampur,2025-09-29,0.5,5.5,33.6
Rampur,2025-09-30,0.2,5.5,33.3
Rampur,2025-10-01,0.8,1.8,33.1
Rampur,2025-10-02,0.5,1.8,34.2
Rampur,2025-10-03,0.6,1.8,31.7
Rampur,2025-10-04,0.5,1.8,33.3
Rampur,2025-10-05,0.7,1.8,33.7
Rampur,2025-10-06,3.3,1.8,36.7
Rampur,2025-10-07,2.8,1.8,32.4
Rampur,2025-10-08,1.3,1.8,33.5
Rampur,2025-10-09,1.5,1.8,32.5
Rampur,2025-10-10,0.2,1.8,31.8
Rampur,2025-10-11,0.1,1.8,34.5
Rampur,2025-10-12,0.1,1.8,32.9
Rampur,2025-10-13,1.9,1.8,31.3
Rampur,2025-10-14,4.4,1.8,33.5
Rampur,2025-10-15,1.6,1.8,31.8
Rampur,2025-10-16,0.3,1.8,35.1
Rampur,2025-10-17,1.1,1.8,35.0
Rampur,2025-10-18,0.2,1.8,31.8
Rampur,2025-10-19,0.6,1.8,31.3
Rampur,2025-10-20,0.9,1.8,33.5
Rampur,2025-10-21,0.5,1.8,33.8
Rampur,2025-10-22,0.1,1.8,36.4
Rampur,2025-10-23,1.9,1.8,31.4
Rampur,2025-10-24,2.5,1.8,32.8
Rampur,2025-10-25,0.6,1.8,33.9
Rampur,2025-10-26,0.6,1.8,31.4
Rampur,2025-10-27,0.5,1.8,30.0
Rampur,2025-10-28,0.5,1.8,32.7
Rampur,2025-10-29,0.7,1.8,32.7
Rampur,2025-10-30,0.8,1.8,34.7
Rampur,2025-10-31,1.3,1.8,33.7
Rampur,2025-11-01,0.0,0.5,30.3
Rampur,2025-11-02,0.0,0.5,29.0
Rampur,2025-11-03,0.7,0.5,28.0
Rampur,2025-11-04,1.1,0.5,27.8
Rampur,2025-11-05,0.7,0.5,27.2
Rampur,2025-11-06,0.0,0.5,29.9
Rampur,2025-11-07,1.0,0.5,29.8
Rampur,2025-11-08,0.1,0.5,31.5
Rampur,2025-11-09,0.1,0.5,28.9
Rampur,2025-11-10,0.7,0.5,28.5
Rampur,2025-11-11,2.0,0.5,26.8
Rampur,2025-11-12,0.2,0.5,28.0
Rampur,2025-11-13,0.7,0.5,28.9
Rampur,2025-11-14,0.7,0.5,28.9
Rampur,2025-11-15,0.3,0.5,30.7
Rampur,2025-11-16,0.2,0.5,29.4
Rampur,2025-11-17,0.4,0.5,25.2
Rampur,2025-11-18,0.0,0.5,28.7
Rampur,2025-11-19,0.2,0.5,30.0
Rampur,2025-11-20,0.7,0.5,28.3
Rampur,2025-11-21,0.0,0.5,30.0
Rampur,2025-11-22,0.0,0.5,24.1
Rampur,2025-11-23,0.1,0.5,28.1
Rampur,2025-11-24,0.3,0.5,29.0
Rampur,2025-11-25,0.9,0.5,29.7
Rampur,2025-11-26,0.6,0.5,32.6
Rampur,2025-11-27,0.4,0.5,29.7
Rampur,2025-11-28,0.0,0.5,28.3
Rampur,2025-11-29,0.7,0.5,33.1
Rampur,2025-11-30,0.9,0.5,28.5
Rampur,2025-12-01,0.0,0.3,21.6
Rampur,2025-12-02,0.2,0.3,25.2
Rampur,2025-12-03,0.2,0.3,28.1
Rampur,2025-12-04,0.0,0.3,26.4
Rampur,2025-12-05,0.2,0.3,26.8
Rampur,2025-12-06,0.3,0.3,26.6
Rampur,2025-12-07,0.1,0.3,26.7
Rampur,2025-12-08,0.1,0.3,26.0
Rampur,2025-12-09,0.1,0.3,22.4
Rampur,2025-12-10,0.3,0.3,27.6
Rampur,2025-12-11,0.6,0.3,26.4
Rampur,2025-12-12,0.0,0.3,26.1
Rampur,2025-12-13,0.4,0.3,28.4
Rampur,2025-12-14,0.4,0.3,25.7
Rampur,2025-12-15,0.3,0.3,24.9
Rampur,2025-12-16,0.0,0.3,27.0
Rampur,2025-12-17,0.5,0.3,26.3
Rampur,2025-12-18,0.5,0.3,26.2
Rampur,2025-12-19,0.1,0.3,28.5
Rampur,2025-12-20,0.3,0.3,25.4
Rampur,2025-12-21,0.2,0.3,28.4
Rampur,2025-12-22,0.1,0.3,24.6
Rampur,2025-12-23,0.1,0.3,28.5
Rampur,2025-12-24,0.7,0.3,26.8
Rampur,2025-12-25,0.4,0.3,25.9
Rampur,2025-12-26,0.6,0.3,23.5
Rampur,2025-12-27,0.1,0.3,25.0
Rampur,2025-12-28,0.3,0.3,27.8
Rampur,2025-12-29,0.4,0.3,26.5
Rampur,2025-12-30,0.2,0.3,25.3
Rampur,2025-12-31,0.1,0.3,26.9
Rampur,2026-01-01,0.4,0.4,26.4
Rampur,2026-01-02,0.6,0.4,26.9
Rampur,2026-01-03,0.4,0.4,26.5
Rampur,2026-01-04,0.3,0.4,25.1
Rampur,2026-01-05,0.0,0.4,23.3
Rampur,2026-01-06,0.5,0.4,28.2
Rampur,2026-01-07,0.3,0.4,27.0
Rampur,2026-01-08,0.8,0.4,25.6
Rampur,2026-01-09,0.2,0.4,26.2
Rampur,2026-01-10,0.1,0.4,25.1
Rampur,2026-01-11,0.3,0.4,23.6
Rampur,2026-01-12,0.1,0.4,26.2
Rampur,2026-01-13,0.6,0.4,24.4
Rampur,2026-01-14,0.2,0.4,25.8
Rampur,2026-01-15,0.9,0.4,24.4
Rampur,2026-01-16,0.1,0.4,30.2
Rampur,2026-01-17,0.0,0.4,27.2
Rampur,2026-01-18,0.7,0.4,25.4
Rampur,2026-01-19,1.2,0.4,25.3
Rampur,2026-01-20,0.4,0.4,25.0
Rampur,2026-01-21,0.0,0.4,24.0
Rampur,2026-01-22,0.8,0.4,24.1
Rampur,2026-01-23,0.3,0.4,25.3
Rampur,2026-01-24,0.3,0.4,26.0
Rampur,2026-01-25,1.1,0.4,26.5
Rampur,2026-01-26,1.0,0.4,26.1
Rampur,2026-01-27,0.4,0.4,27.2
Rampur,2026-01-28,0.0,0.4,24.6
Rampur,2026-01-29,0.6,0.4,25.8
Rampur,2026-01-30,0.3,0.4,27.4
Rampur,2026-01-31,0.1,0.4,26.4
Rampur,2026-02-01,0.1,0.3,30.2
Rampur,2026-02-02,0.1,0.3,32.5
Rampur,2026-02-03,0.3,0.3,28.1
Rampur,2026-02-04,0.4,0.3,29.4
Rampur,2026-02-05,0.2,0.3,30.9
Rampur,2026-02-06,0.3,0.3,29.6
Rampur,2026-02-07,0.3,0.3,28.0
Rampur,2026-02-08,0.0,0.3,30.3
Rampur,2026-02-09,0.0,0.3,29.0
Rampur,2026-02-10,0.5,0.3,26.3
Rampur,2026-02-11,0.4,0.3,28.7
Rampur,2026-02-12,0.6,0.3,30.1
Rampur,2026-02-13,0.0,0.3,30.7
Rampur,2026-02-14,0.0,0.3,29.9
Rampur,2026-02-15,0.4,0.3,28.7
Rampur,2026-02-16,0.0,0.3,27.6
Rampur,2026-02-17,0.0,0.3,30.0
Rampur,2026-02-18,1.0,0.3,28.5
Rampur,2026-02-19,0.2,0.3,28.2
Rampur,2026-02-20,0.0,0.3,26.2
Rampur,2026-02-21,0.3,0.3,28.8
Rampur,2026-02-22,0.5,0.3,29.6
Rampur,2026-02-23,0.1,0.3,30.3
Rampur,2026-02-24,0.6,0.3,29.6
Rampur,2026-02-25,0.7,0.3,31.7
Rampur,2026-02-26,0.9,0.3,29.3
Rampur,2026-02-27,0.2,0.3,29.8
Rampur,2026-02-28,0.2,0.3,28.9
Rampur,2026-03-01,0.4,0.5,32.5
Rampur,2026-03-02,0.1,0.5,32.4
Rampur,2026-03-03,0.6,0.5,34.5
Rampur,2026-03-04,1.1,0.5,34.1
Rampur,2026-03-05,0.7,0.5,35.0
Rampur,2026-03-06,1.0,0.5,35.1
Rampur,2026-03-07,0.7,0.5,36.0
Rampur,2026-03-08,0.2,0.5,35.7
Rampur,2026-03-09,0.1,0.5,33.9
Rampur,2026-03-10,0.2,0.5,32.6
Rampur,2026-03-11,0.9,0.5,35.3
Rampur,2026-03-12,0.4,0.5,35.3
Rampur,2026-03-13,0.3,0.5,31.0
Rampur,2026-03-14,0.4,0.5,35.5
Rampur,2026-03-15,0.9,0.5,32.9
Rampur,2026-03-16,0.8,0.5,34.3
Rampur,2026-03-17,0.4,0.5,36.2
Rampur,2026-03-18,0.1,0.5,33.9
Rampur,2026-03-19,0.3,0.5,33.9
Rampur,2026-03-20,1.1,0.5,35.9
Rampur,2026-03-21,0.0,0.5,35.1
Rampur,2026-03-22,0.6,0.5,33.9
Rampur,2026-03-23,0.9,0.5,36.3
Rampur,2026-03-24,1.2,0.5,33.2
Rampur,2026-03-25,0.5,0.5,32.3
Rampur,2026-03-26,0.1,0.5,36.1
Rampur,2026-03-27,0.1,0.5,33.1
Rampur,2026-03-28,0.0,0.5,33.7
Rampur,2026-03-29,0.9,0.5,32.9
Rampur,2026-03-30,0.1,0.5,33.3
Rampur,2026-03-31,0.1,0.5,33.6
Rampur,2026-04-01,0.0,0.7,40.1
Rampur,2026-04-02,0.3,0.7,39.8
Rampur,2026-04-03,0.1,0.7,41.5
Rampur,2026-04-04,0.6,0.7,39.7
Rampur,2026-04-05,0.1,0.7,40.6
Rampur,2026-04-06,1.1,0.7,39.2
Rampur,2026-04-07,0.5,0.7,41.1
Rampur,2026-04-08,0.9,0.7,37.3
Rampur,2026-04-09,1.6,0.7,41.2
Rampur,2026-04-10,0.8,0.7,39.2
Rampur,2026-04-11,0.7,0.7,40.4
Rampur,2026-04-12,0.2,0.7,40.9
Rampur,2026-04-13,0.4,0.7,39.6
Rampur,2026-04-14,1.2,0.7,40.1
Rampur,2026-04-15,1.0,0.7,38.8
Rampur,2026-04-16,0.5,0.7,39.3
Rampur,2026-04-17,0.1,0.7,39.3
Rampur,2026-04-18,0.3,0.7,39.3
Rampur,2026-04-19,0.8,0.7,37.6
Rampur,2026-04-20,0.3,0.7,37.0
Rampur,2026-04-21,1.0,0.7,39.0
Rampur,2026-04-22,0.3,0.7,38.6
Rampur,2026-04-23,0.0,0.7,37.7
Rampur,2026-04-24,0.2,0.7,40.9
Rampur,2026-04-25,0.1,0.7,38.7
Rampur,2026-04-26,1.5,0.7,39.6
Rampur,2026-04-27,0.0,0.7,39.2
Rampur,2026-04-28,0.6,0.7,40.0
Rampur,2026-04-29,0.2,0.7,40.4
Rampur,2026-04-30,2.4,0.7,38.1
Rampur,2026-05-01,0.7,1.2,40.9
Rampur,2026-05-02,1.6,1.2,43.3
Rampur,2026-05-03,0.7,1.2,42.9
Rampur,2026-05-04,1.2,1.2,41.3
Rampur,2026-05-05,1.9,1.2,40.4
Rampur,2026-05-06,0.3,1.2,42.8
Rampur,2026-05-07,1.8,1.2,41.9
Rampur,2026-05-08,0.6,1.2,44.4
Rampur,2026-05-09,1.7,1.2,41.2
Rampur,2026-05-10,0.6,1.2,41.1
Rampur,2026-05-11,0.6,1.2,42.9
Rampur,2026-05-12,0.1,1.2,43.6
Rampur,2026-05-13,0.6,1.2,40.6
Rampur,2026-05-14,0.0,1.2,38.9
Rampur,2026-05-15,0.0,1.2,41.1
Rampur,2026-05-16,0.3,1.2,41.3
Rampur,2026-05-17,0.2,1.2,43.2
Rampur,2026-05-18,0.4,1.2,39.5
Rampur,2026-05-19,0.0,1.2,40.4
Rampur,2026-05-20,0.1,1.2,48.4
Rampur,2026-05-21,1.1,1.2,49.5
Rampur,2026-05-22,0.1,1.2,43.9
Rampur,2026-05-23,0.6,1.2,46.4
Rampur,2026-05-24,0.2,1.2,47.3
Rampur,2026-05-25,0.1,1.2,44.4
Rampur,2026-05-26,1.5,1.2,44.5
Rampur,2026-05-27,1.3,1.2,45.3
Rampur,2026-05-28,0.3,1.2,45.9
Rampur,2026-05-29,1.5,1.2,45.7
Rampur,2026-05-30,1.3,1.2,43.2
Rampur,2026-05-31,1.4,1.2,50.4
Rampur,2026-06-01,7.2,6.0,43.3
Rampur,2026-06-02,4.8,6.0,43.4
Rampur,2026-06-03,3.6,6.0,40.8
Rampur,2026-06-04,29.8,6.0,41.6
Rampur,2026-06-05,0.9,6.0,43.0
Rampur,2026-06-06,2.1,6.0,44.3
Rampur,2026-06-07,13.3,6.0,43.3
Rampur,2026-06-08,0.8,6.0,42.0
Rampur,2026-06-09,2.2,6.0,42.3
Rampur,2026-06-10,1.5,6.0,41.4
Rampur,2026-06-11,5.2,6.0,37.6
Rampur,2026-06-12,2.1,6.0,36.7
Rampur,2026-06-13,1.0,6.0,38.3
Rampur,2026-06-14,0.7,6.0,39.0
Rampur,2026-06-15,10.7,6.0,38.2
Rampur,2026-06-16,7.6,6.0,35.4
Rampur,2026-06-17,1.7,6.0,41.5
Rampur,2026-06-18,0.3,6.0,40.5
Rampur,2026-06-19,4.6,6.0,37.0
Rampur,2026-06-20,9.7,6.0,40.4
Rampur,2026-06-21,4.6,6.0,36.8
Rampur,2026-06-22,6.3,6.0,40.4
Rampur,2026-06-23,0.5,6.0,37.8
Rampur,2026-06-24,1.5,6.0,41.3
Rampur,2026-06-25,9.2,6.0,41.6
Rampur,2026-06-26,0.4,6.0,38.5
Rampur,2026-06-27,14.1,6.0,41.6
Rampur,2026-06-28,1.7,6.0,40.9
Rampur,2026-06-29,0.5,6.0,38.5
Rampur,2026-06-30,8.3,6.0,37.4
Rampur,2026-07-01,3.5,10.5,33.3
Rampur,2026-07-02,21.8,10.5,33.0
Rampur,2026-07-03,16.9,10.5,33.0
Rampur,2026-07-04,2.4,10.5,32.9
Rampur,2026-07-05,1.8,10.5,33.0
Rampur,2026-07-06,29.5,10.5,33.5
Rampur,2026-07-07,14.8,10.5,31.7
Rampur,2026-07-08,10.7,10.5,36.7
Rampur,2026-07-09,24.5,10.5,32.7
Rampur,2026-07-10,16.5,10.5,32.3
Rampur,2026-07-11,1.4,10.5,33.4
Rampur,2026-07-12,9.3,10.5,35.6
Rampur,2026-07-13,24.0,10.5,32.2
Rampur,2026-07-14,5.1,10.5,36.7
Rampur,2026-07-15,5.8,10.5,35.0
Sundarganj,2024-01-01,0.7,0.4,23.5
Sundarganj,2024-01-02,1.0,0.4,22.8
Sundarganj,2024-01-03,0.4,0.4,27.2
Sundarganj,2024-01-04,0.0,0.4,25.3
Sundarganj,2024-01-05,0.6,0.4,25.1
Sundarganj,2024-01-06,0.2,0.4,26.6
Sundarganj,2024-01-07,0.9,0.4,22.7
Sundarganj,2024-01-08,1.5,0.4,26.6
Sundarganj,2024-01-09,0.0,0.4,26.0
Sundarganj,2024-01-10,1.4,0.4,24.7
Sundarganj,2024-01-11,0.6,0.4,26.9
Sundarganj,2024-01-12,0.1,0.4,27.7
Sundarganj,2024-01-13,1.2,0.4,25.8
Sundarganj,2024-01-14,0.5,0.4,28.0
Sundarganj,2024-01-15,0.4,0.4,25.2
Sundarganj,2024-01-16,0.1,0.4,26.8
Sundarganj,2024-01-17,0.1,0.4,28.3
Sundarganj,2024-01-18,0.1,0.4,24.6
Sundarganj,2024-01-19,0.0,0.4,24.2
Sundarganj,2024-01-20,0.2,0.4,24.9
Sundarganj,2024-01-21,0.0,0.4,26.3
Sundarganj,2024-01-22,0.8,0.4,25.5
Sundarganj,2024-01-23,0.7,0.4,23.5
Sundarganj,2024-01-24,0.5,0.4,24.6
Sundarganj,2024-01-25,0.0,0.4,24.0
Sundarganj,2024-01-26,0.0,0.4,24.2
Sundarganj,2024-01-27,0.0,0.4,25.2
Sundarganj,2024-01-28,0.1,0.4,24.6
Sundarganj,2024-01-29,0.1,0.4,28.0
Sundarganj,2024-01-30,0.5,0.4,24.7
Sundarganj,2024-01-31,0.0,0.4,28.1
Sundarganj,2024-02-01,0.3,0.3,29.9
Sundarganj,2024-02-02,0.3,0.3,30.2
Sundarganj,2024-02-03,0.2,0.3,29.2
Sundarganj,2024-02-04,0.2,0.3,29.4
Sundarganj,2024-02-05,0.0,0.3,30.2
Sundarganj,2024-02-06,0.0,0.3,27.9
Sundarganj,2024-02-07,0.0,0.3,27.0
Sundarganj,2024-02-08,0.3,0.3,30.1
Sundarganj,2024-02-09,0.0,0.3,29.9
Sundarganj,2024-02-10,0.4,0.3,27.8
Sundarganj,2024-02-11,0.3,0.3,27.9
Sundarganj,2024-02-12,0.0,0.3,28.2
Sundarganj,2024-02-13,0.0,0.3,30.7
Sundarganj,2024-02-14,0.5,0.3,28.7
Sundarganj,2024-02-15,0.4,0.3,28.6
Sundarganj,2024-02-16,0.1,0.3,29.6
Sundarganj,2024-02-17,0.5,0.3,31.8
Sundarganj,2024-02-18,0.3,0.3,27.8
Sundarganj,2024-02-19,0.0,0.3,26.7
Sundarganj,2024-02-20,0.0,0.3,29.9
Sundarganj,2024-02-21,0.1,0.3,28.0
Sundarganj,2024-02-22,0.7,0.3,28.0
Sundarganj,2024-02-23,0.1,0.3,30.7
Sundarganj,2024-02-24,0.1,0.3,29.1
Sundarganj,2024-02-25,0.2,0.3,30.4
Sundarganj,2024-02-26,0.1,0.3,29.6
Sundarganj,2024-02-27,0.5,0.3,27.9
Sundarganj,2024-02-28,0.2,0.3,26.8
Sundarganj,2024-02-29,0.4,0.3,28.4
Sundarganj,2024-03-01,0.2,0.5,32.7
Sundarganj,2024-03-02,0.7,0.5,33.8
Sundarganj,2024-03-03,1.8,0.5,33.7
Sundarganj,2024-03-04,0.6,0.5,33.1
Sundarganj,2024-03-05,0.3,0.5,35.8
Sundarganj,2024-03-06,0.0,0.5,34.8
Sundarganj,2024-03-07,0.1,0.5,33.1
Sundarganj,2024-03-08,0.5,0.5,35.1
Sundarganj,2024-03-09,0.0,0.5,34.7
Sundarganj,2024-03-10,0.6,0.5,37.6
Sundarganj,2024-03-11,0.3,0.5,34.1
Sundarganj,2024-03-12,0.3,0.5,34.4
Sundarganj,2024-03-13,1.6,0.5,33.9
Sundarganj,2024-03-14,4.5,0.5,35.0
Sundarganj,2024-03-15,0.0,0.5,36.4
Sundarganj,2024-03-16,0.0,0.5,33.2
Sundarganj,2024-03-17,0.4,0.5,35.2
Sundarganj,2024-03-18,0.0,0.5,35.8
Sundarganj,2024-03-19,0.0,0.5,34.4
Sundarganj,2024-03-20,0.3,0.5,32.6
Sundarganj,2024-03-21,0.5,0.5,34.3
Sundarganj,2024-03-22,1.0,0.5,31.8
Sundarganj,2024-03-23,1.6,0.5,34.5
Sundarganj,2024-03-24,0.1,0.5,32.6
Sundarganj,2024-03-25,0.4,0.5,32.3
Sundarganj,2024-03-26,0.4,0.5,33.2
Sundarganj,2024-03-27,0.1,0.5,33.9
Sundarganj,2024-03-28,0.6,0.5,35.7
Sundarganj,2024-03-29,0.8,0.5,33.4
Sundarganj,2024-03-30,0.2,0.5,32.8
Sundarganj,2024-03-31,0.4,0.5,35.2
Sundarganj,2024-04-01,0.8,0.7,37.8
Sundarganj,2024-04-02,0.6,0.7,40.7
Sundarganj,2024-04-03,0.3,0.7,38.7
Sundarganj,2024-04-04,0.1,0.7,39.9
Sundarganj,2024-04-05,0.0,0.7,38.9
Sundarganj,2024-04-06,0.4,0.7,39.9
Sundarganj,2024-04-07,0.4,0.7,40.6
Sundarganj,2024-04-08,1.5,0.7,39.8
Sundarganj,2024-04-09,0.1,0.7,38.3
Sundarganj,2024-04-10,2.2,0.7,38.7
Sundarganj,2024-04-11,0.1,0.7,40.4
Sundarganj,2024-04-12,0.0,0.7,40.8
Sundarganj,2024-04-13,0.0,0.7,38.5
Sundarganj,2024-04-14,0.7,0.7,40.5
Sundarganj,2024-04-15,0.5,0.7,39.1
Sundarganj,2024-04-16,1.2,0.7,39.0
Sundarganj,2024-04-17,0.5,0.7,38.4
Sundarganj,2024-04-18,0.1,0.7,38.6
Sundarganj,2024-04-19,0.2,0.7,36.4
Sundarganj,2024-04-20,1.1,0.7,41.7
Sundarganj,2024-04-21,1.5,0.7,38.6
Sundarganj,2024-04-22,0.5,0.7,39.1
Sundarganj,2024-04-23,2.0,0.7,37.7
Sundarganj,2024-04-24,0.6,0.7,38.2
Sundarganj,2024-04-25,0.3,0.7,38.9
Sundarganj,2024-04-26,0.6,0.7,37.5
Sundarganj,2024-04-27,0.0,0.7,39.0
Sundarganj,2024-04-28,0.3,0.7,39.2
Sundarganj,2024-04-29,0.2,0.7,36.6
Sundarganj,2024-04-30,0.0,0.7,37.5
Sundarganj,2024-05-01,1.9,1.2,40.9
Sundarganj,2024-05-02,0.0,1.2,42.0
Sundarganj,2024-05-03,2.0,1.2,41.2
Sundarganj,2024-05-04,0.4,1.2,40.7
Sundarganj,2024-05-05,0.7,1.2,43.0
Sundarganj,2024-05-06,0.9,1.2,39.0
Sundarganj,2024-05-07,3.1,1.2,43.3
Sundarganj,2024-05-08,0.7,1.2,39.6
Sundarganj,2024-05-09,1.0,1.2,44.7
Sundarganj,2024-05-10,0.2,1.2,39.5
Sundarganj,2024-05-11,0.0,1.2,38.8
Sundarganj,2024-05-12,0.1,1.2,40.2
Sundarganj,2024-05-13,1.7,1.2,43.5
Sundarganj,2024-05-14,0.6,1.2,42.0
Sundarganj,2024-05-15,1.2,1.2,40.4
Sundarganj,2024-05-16,0.8,1.2,42.6
Sundarganj,2024-05-17,0.3,1.2,43.3
Sundarganj,2024-05-18,6.1,1.2,41.5
Sundarganj,2024-05-19,1.7,1.2,42.8
Sundarganj,2024-05-20,0.9,1.2,45.1
Sundarganj,2024-05-21,0.1,1.2,42.1
Sundarganj,2024-05-22,0.6,1.2,41.5
Sundarganj,2024-05-23,2.3,1.2,41.1
Sundarganj,2024-05-24,0.0,1.2,43.1
Sundarganj,2024-05-25,1.5,1.2,44.3
Sundarganj,2024-05-26,1.0,1.2,40.5
Sundarganj,2024-05-27,2.8,1.2,42.2
Sundarganj,2024-05-28,0.3,1.2,39.8
Sundarganj,2024-05-29,0.7,1.2,39.0
Sundarganj,2024-05-30,2.5,1.2,39.5
Sundarganj,2024-05-31,0.8,1.2,42.9
Sundarganj,2024-06-01,3.9,6.0,35.6
Sundarganj,2024-06-02,4.1,6.0,39.0
Sundarganj,2024-06-03,15.2,6.0,40.6
Sundarganj,2024-06-04,10.4,6.0,40.7
Sundarganj,2024-06-05,11.4,6.0,39.1
Sundarganj,2024-06-06,0.8,6.0,37.5
Sundarganj,2024-06-07,2.1,6.0,41.3
Sundarganj,2024-06-08,1.6,6.0,40.7
Sundarganj,2024-06-09,8.9,6.0,38.6
Sundarganj,2024-06-10,7.8,6.0,37.1
Sundarganj,2024-06-11,2.7,6.0,38.7
Sundarganj,2024-06-12,1.8,6.0,37.3
Sundarganj,2024-06-13,10.2,6.0,38.0
Sundarganj,2024-06-14,43.5,6.0,38.8
Sundarganj,2024-06-15,20.1,6.0,39.7
Sundarganj,2024-06-16,0.7,6.0,40.1
Sundarganj,2024-06-17,0.8,6.0,37.5
Sundarganj,2024-06-18,1.3,6.0,36.9
Sundarganj,2024-06-19,5.6,6.0,41.5
Sundarganj,2024-06-20,7.1,6.0,39.6
Sundarganj,2024-06-21,2.1,6.0,40.5
Sundarganj,2024-06-22,1.7,6.0,37.7
Sundarganj,2024-06-23,6.6,6.0,38.8
Sundarganj,2024-06-24,6.7,6.0,38.0
Sundarganj,2024-06-25,0.5,6.0,39.9
Sundarganj,2024-06-26,5.2,6.0,40.7
Sundarganj,2024-06-27,1.3,6.0,38.6
Sundarganj,2024-06-28,1.7,6.0,39.9
Sundarganj,2024-06-29,1.0,6.0,39.2
Sundarganj,2024-06-30,2.3,6.0,41.2
Sundarganj,2024-07-01,21.8,10.5,31.1
Sundarganj,2024-07-02,3.5,10.5,34.2
Sundarganj,2024-07-03,0.7,10.5,32.9
Sundarganj,2024-07-04,0.5,10.5,33.5
Sundarganj,2024-07-05,24.8,10.5,30.9
Sundarganj,2024-07-06,5.3,10.5,33.1
Sundarganj,2024-07-07,4.6,10.5,36.3
Sundarganj,2024-07-08,9.7,10.5,32.1
Sundarganj,2024-07-09,23.6,10.5,35.9
Sundarganj,2024-07-10,3.0,10.5,37.0
Sundarganj,2024-07-11,1.7,10.5,30.2
Sundarganj,2024-07-12,1.8,10.5,36.9
Sundarganj,2024-07-13,35.4,10.5,33.1
Sundarganj,2024-07-14,0.3,10.5,35.3
Sundarganj,2024-07-15,7.9,10.5,34.0
Sundarganj,2024-07-16,3.3,10.5,32.3
Sundarganj,2024-07-17,5.5,10.5,30.0
Sundarganj,2024-07-18,8.7,10.5,31.9
Sundarganj,2024-07-19,1.5,10.5,33.5
Sundarganj,2024-07-20,5.7,10.5,34.7
Sundarganj,2024-07-21,15.2,10.5,35.0
Sundarganj,2024-07-22,13.9,10.5,34.9
Sundarganj,2024-07-23,6.4,10.5,32.7
Sundarganj,2024-07-24,21.1,10.5,35.1
Sundarganj,2024-07-25,17.5,10.5,30.5
Sundarganj,2024-07-26,13.1,10.5,32.0
Sundarganj,2024-07-27,26.9,10.5,35.3
Sundarganj,2024-07-28,1.6,10.5,33.1
Sundarganj,2024-07-29,13.7,10.5,34.2
Sundarganj,2024-07-30,1.9,10.5,32.6
Sundarganj,2024-07-31,0.8,10.5,33.0
Sundarganj,2024-08-01,21.2,9.5,31.3
Sundarganj,2024-08-02,0.7,9.5,29.5
Sundarganj,2024-08-03,13.5,9.5,29.2
Sundarganj,2024-08-04,2.5,9.5,32.8
Sundarganj,2024-08-05,1.4,9.5,35.2
