enterprise_id,month,stressed
56,2025-01,1
56,2025-02,0
56,2025-03,0
56,2025-04,0
56,2025-05,0
56,2025-06,0
56,2025-07,0
56,2025-08,0
56,2025-09,0
56,2025-10,0
56,2025-11,0
56,2025-12,0
56,2026-01,0
56,2026-02,0
56,2026-03,0
56,2026-04,0
57,2024-01,0
57,2024-02,0
57,2024-03,0
57,2024-04,1
57,2024-05,1
57,2024-06,0
57,2024-07,0
57,2024-08,0
57,2024-09,0
57,2024-10,0
57,2024-11,1
57,2024-12,1
57,2025-01,0
57,2025-02,0
57,2025-03,0
57,2025-04,0
57,2025-05,0
57,2025-06,0
57,2025-07,0
57,2025-08,0
57,2025-09,0
57,2025-10,0
57,2025-11,0
57,2025-12,0
57,2026-01,0
57,2026-02,0
57,2026-03,0
57,2026-04,0
58,2024-01,0
58,2024-02,0
58,2024-03,0
58,2024-04,0
58,2024-05,0
58,2024-06,0
58,2024-07,0
58,2024-08,0
58,2024-09,0
58,2024-10,0
58,2024-11,0
58,2024-12,0
58,2025-01,0
58,2025-02,0
58,2025-03,0
58,2025-04,0
58,2025-05,0
58,2025-06,0
58,2025-07,0
58,2025-08,0
58,2025-09,0
58,2025-10,0
58,2025-11,0
58,2025-12,1
58,2026-01,1
58,2026-02,0
58,2026-03,0
58,2026-04,0
59,2024-01,0
59,2024-02,0
59,2024-03,0
59,2024-04,0
59,2024-05,0
59,2024-06,0
59,2024-07,0
59,2024-08,0
59,2024-09,0
59,2024-10,1
59,2024-11,1
59,2024-12,0
59,2025-01,0
59,2025-02,0
59,2025-03,0
59,2025-04,0
59,2025-05,0
59,2025-06,0
59,2025-07,0
59,2025-08,0
59,2025-09,0
59,2025-10,0
59,2025-11,0
59,2025-12,0
59,2026-01,0
59,2026-02,0
59,2026-03,0
59,2026-04,1
60,2024-01,0
60,2024-02,0
60,2024-03,0
60,2024-04,0
60,2024-05,0
60,2024-06,0
60,2024-07,0
60,2024-08,0
60,2024-09,0
60,2024-10,0
60,2024-11,0
60,2024-12,1
60,2025-01,1
60,2025-02,0
60,2025-03,0
60,2025-04,0
60,2025-05,0
60,2025-06,0
60,2025-07,0
60,2025-08,0
60,2025-09,0
60,2025-10,0
60,2025-11,0
60,2025-12,0
60,2026-01,0
60,2026-02,0
60,2026-03,0
60,2026-04,0
61,2024-01,0
61,2024-02,0
61,2024-03,0
61,2024-04,0
61,2024-05,1
61,2024-06,1
61,2024-07,1
61,2024-08,0
61,2024-09,0
61,2024-10,0
61,2024-11,0
61,2024-12,0
61,2025-01,0
61,2025-02,0
61,2025-03,0
61,2025-04,0
61,2025-05,0
61,2025-06,0
61,2025-07,0
61,2025-08,0
61,2025-09,0
61,2025-10,0
61,2025-11,0
61,2025-12,0
61,2026-01,0
61,2026-02,0
61,2026-03,0
61,2026-04,0
62,2024-01,0
62,2024-02,0
62,2024-03,0
62,2024-04,0
62,2024-05,1
62,2024-06,1
62,2024-07,1
62,2024-08,0
62,2024-09,0
62,2024-10,0
62,2024-11,0
62,2024-12,0
62,2025-01,0
62,2025-02,0
62,2025-03,0
62,2025-04,0
62,2025-05,0
62,2025-06,0
62,2025-07,0
62,2025-08,0
62,2025-09,0
62,2025-10,0
62,2025-11,0
62,2025-12,0
62,2026-01,0
62,2026-02,0
62,2026-03,0
62,2026-04,0
63,2024-01,0
63,2024-02,0
63,2024-03,0
63,2024-04,0
63,2024-05,0
63,2024-06,0
63,2024-07,0
63,2024-08,0
63,2024-09,0
63,2024-10,0
63,2024-11,0
63,2024-12,0
63,2025-01,0
63,2025-02,0
63,2025-03,0
63,2025-04,0
63,2025-05,0
63,2025-06,0
63,2025-07,1
63,2025-08,1
63,2025-09,0
63,2025-10,0
63,2025-11,0
63,2025-12,0
63,2026-01,0
63,2026-02,0
63,2026-03,0
63,2026-04,0
64,2024-01,0
64,2024-02,1
64,2024-03,1
64,2024-04,0
64,2024-05,0
64,2024-06,0
64,2024-07,0
64,2024-08,0
64,2024-09,0
64,2024-10,0
64,2024-11,0
64,2024-12,0
64,2025-01,0
64,2025-02,0
64,2025-03,0
64,2025-04,0
64,2025-05,0
64,2025-06,0
64,2025-07,0
64,2025-08,0
64,2025-09,0
64,2025-10,0
64,2025-11,0
64,2025-12,0
64,2026-01,0
64,2026-02,0
64,2026-03,0
64,2026-04,1
