enterprise_id,date,txn_count,value_index,inflow_outflow,payer_diversity
12,2025-01-03,33,1.192,1.477,0.656
12,2025-01-04,31,1.226,1.427,0.691
12,2025-01-05,15,0.773,1.034,0.604
12,2025-01-06,27,1.125,1.189,0.823
12,2025-01-07,22,1.425,1.412,0.64
12,2025-01-08,16,1.038,1.291,0.801
12,2025-01-09,22,1.399,1.412,0.74
12,2025-01-10,17,1.439,1.446,0.786
12,2025-01-11,16,1.032,1.171,0.445
12,2025-01-12,27,1.54,1.484,0.747
12,2025-01-13,22,1.278,1.335,0.892
12,2025-01-14,25,1.503,1.522,1.0
12,2025-01-15,24,1.271,1.249,0.624
12,2025-01-16,19,1.456,1.337,0.601
12,2025-01-17,22,1.01,1.425,0.749
12,2025-01-18,21,1.179,1.154,0.747
12,2025-01-19,23,1.269,1.465,0.987
12,2025-01-20,25,1.593,1.599,0.703
12,2025-01-21,18,1.256,1.496,0.776
12,2025-01-22,22,1.21,1.265,0.762
12,2025-01-23,30,1.189,1.371,0.608
12,2025-01-24,26,1.561,1.529,0.875
12,2025-01-25,24,1.361,1.449,0.596
12,2025-01-26,18,1.0,1.109,0.689
12,2025-01-27,18,1.13,1.196,0.593
12,2025-01-28,18,1.44,1.645,0.822
12,2025-01-29,29,1.407,1.405,0.715
12,2025-01-30,22,1.164,1.448,0.642
12,2025-01-31,24,1.436,1.378,0.617
12,2025-02-01,19,1.513,1.461,0.79
12,2025-02-02,21,1.574,1.454,1.0
12,2025-02-03,23,1.06,1.252,0.746
12,2025-02-04,24,1.185,1.617,0.782
12,2025-02-05,16,0.933,1.351,0.86
12,2025-02-06,25,1.259,1.292,0.701
12,2025-02-07,29,1.436,1.534,0.85
12,2025-02-08,13,1.195,1.269,0.827
12,2025-02-09,17,1.312,1.458,0.827
12,2025-02-10,17,0.893,1.193,0.617
12,2025-02-11,9,1.342,1.355,1.0
12,2025-02-12,14,1.235,1.201,0.851
12,2025-02-13,19,1.27,1.314,0.667
12,2025-02-14,28,1.394,1.418,0.862
12,2025-02-15,12,1.179,1.181,0.512
12,2025-02-16,16,0.962,1.215,0.55
12,2025-02-17,21,1.147,1.366,0.819
12,2025-02-18,11,1.411,1.377,0.464
12,2025-02-19,16,1.283,1.318,0.838
12,2025-02-20,16,1.068,1.172,0.494
12,2025-02-21,23,1.2,1.331,0.73
12,2025-02-22,17,1.461,1.42,0.805
12,2025-02-23,37,1.421,1.478,0.706
12,2025-02-24,18,1.06,1.112,0.74
12,2025-02-25,16,1.599,1.535,0.745
12,2025-02-26,14,1.131,1.292,0.681
12,2025-02-27,20,1.176,1.358,0.899
12,2025-02-28,20,1.428,1.443,0.873
12,2025-03-01,22,1.263,1.326,0.836
12,2025-03-02,25,1.234,1.315,0.827
12,2025-03-03,19,1.368,1.227,0.633
12,2025-03-04,14,1.125,1.244,0.81
12,2025-03-05,19,0.917,1.079,0.562
12,2025-03-06,10,1.44,1.268,0.722
12,2025-03-07,24,1.201,1.276,0.795
12,2025-03-08,23,1.015,1.056,0.573
12,2025-03-09,31,1.238,1.316,0.697
12,2025-03-10,20,1.293,1.268,0.823
12,2025-03-11,11,1.115,1.109,0.378
12,2025-03-12,26,0.911,1.051,0.59
12,2025-03-13,10,0.953,1.042,0.765
12,2025-03-14,23,1.205,1.197,0.877
12,2025-03-15,11,1.112,1.1,0.623
12,2025-03-16,16,1.157,1.114,0.541
12,2025-03-17,17,0.95,1.067,0.561
12,2025-03-18,14,1.063,1.041,0.513
12,2025-03-19,21,1.105,1.178,0.728
12,2025-03-20,22,1.182,1.234,0.856
12,2025-03-21,10,1.075,1.031,0.602
12,2025-03-22,14,1.291,1.255,0.732
12,2025-03-23,12,0.903,1.063,0.615
12,2025-03-24,18,1.251,1.244,0.748
12,2025-03-25,15,1.028,1.019,0.631
12,2025-03-26,18,1.023,1.074,0.689
12,2025-03-27,23,1.085,1.14,0.769
12,2025-03-28,27,1.115,1.199,0.862
12,2025-03-29,15,1.021,1.13,0.698
12,2025-03-30,14,0.863,1.149,0.625
12,2025-03-31,15,0.909,1.059,0.67
12,2025-04-01,12,1.128,0.995,0.613
12,2025-04-02,11,0.996,1.048,0.476
12,2025-04-03,16,1.1,1.141,0.592
12,2025-04-04,14,0.991,1.091,0.526
12,2025-04-05,10,0.865,0.908,0.504
12,2025-04-06,13,0.9,0.847,0.56
12,2025-04-07,8,0.937,0.948,0.648
12,2025-04-08,15,0.881,0.888,0.525
12,2025-04-09,12,0.965,0.98,0.542
12,2025-04-10,9,0.717,0.894,0.587
12,2025-04-11,16,0.666,0.878,0.486
12,2025-04-12,29,1.061,1.159,0.686
12,2025-04-13,10,0.871,0.857,0.512
12,2025-04-14,9,0.83,0.943,0.431
12,2025-04-15,9,0.714,0.767,0.377
12,2025-04-16,26,0.925,0.977,0.421
12,2025-04-17,13,0.91,0.866,0.5
12,2025-04-18,12,0.888,1.0,0.618
12,2025-04-19,14,0.859,0.822,0.309
12,2025-04-20,17,0.773,0.88,0.497
12,2025-04-21,12,0.791,0.859,0.641
12,2025-04-22,10,0.762,0.833,0.479
12,2025-04-23,17,0.956,0.941,0.586
12,2025-04-24,9,0.822,0.99,0.547
12,2025-04-25,19,0.78,0.866,0.442
12,2025-04-26,17,0.725,0.798,0.378
12,2025-04-27,10,0.76,0.857,0.556
12,2025-04-28,7,0.758,0.784,0.491
12,2025-04-29,17,1.015,0.952,0.627
12,2025-04-30,13,0.661,0.759,0.422
12,2025-05-01,9,0.536,0.654,0.384
12,2025-05-02,10,0.746,0.804,0.447
12,2025-05-03,20,0.976,1.024,0.527
12,2025-05-04,7,0.748,0.759,0.337
12,2025-05-05,11,0.772,0.783,0.276
12,2025-05-06,11,0.688,0.763,0.422
12,2025-05-07,12,0.835,0.834,0.552
12,2025-05-08,9,0.801,0.887,0.477
12,2025-05-09,18,0.822,0.882,0.704
12,2025-05-10,8,0.72,0.685,0.473
12,2025-05-11,9,0.799,0.823,0.459
12,2025-05-12,15,0.911,0.963,0.513
12,2025-05-13,14,0.793,0.858,0.514
12,2025-05-14,22,0.859,0.892,0.481
12,2025-05-15,14,0.917,0.975,0.516
12,2025-05-16,10,0.619,0.749,0.445
12,2025-05-17,13,0.801,1.017,0.456
12,2025-05-18,15,0.853,1.012,0.617
12,2025-05-19,12,0.921,0.83,0.438
12,2025-05-20,16,0.806,0.92,0.318
12,2025-05-21,12,0.855,0.942,0.519
12,2025-05-22,20,0.786,0.955,0.627
12,2025-05-23,7,0.664,0.808,0.413
12,2025-05-24,10,0.818,0.932,0.467
12,2025-05-25,16,0.706,0.846,0.548
12,2025-05-26,4,0.797,0.808,0.357
12,2025-05-27,15,0.799,0.91,0.479
12,2025-05-28,17,0.831,0.846,0.538
12,2025-05-29,15,1.115,0.931,0.412
12,2025-05-30,19,0.862,0.936,0.599
12,2025-05-31,11,0.687,0.759,0.469
12,2025-06-01,14,0.807,0.843,0.495
12,2025-06-02,15,1.144,1.18,0.332
12,2025-06-03,10,0.746,0.747,0.529
12,2025-06-04,18,0.853,1.034,0.705
12,2025-06-05,25,1.025,1.074,0.732
12,2025-06-06,14,0.678,0.871,0.376
12,2025-06-07,13,1.13,1.267,0.835
12,2025-06-08,14,1.023,1.109,0.548
12,2025-06-09,12,0.778,0.817,0.322
12,2025-06-10,15,0.952,0.911,0.462
12,2025-06-11,15,0.818,0.967,0.521
12,2025-06-12,21,1.29,1.257,0.858
12,2025-06-13,16,0.887,0.926,0.558
12,2025-06-14,19,0.924,0.934,0.455
12,2025-06-15,19,1.179,1.062,0.545
12,2025-06-16,15,0.889,0.959,0.633
12,2025-06-17,16,1.063,1.026,0.581
12,2025-06-18,22,1.082,1.118,0.651
12,2025-06-19,15,0.912,1.018,0.599
12,2025-06-20,17,1.057,1.094,0.865
12,2025-06-21,13,1.102,1.089,0.578
12,2025-06-22,17,0.875,0.903,0.557
12,2025-06-23,14,0.883,1.15,0.663
12,2025-06-24,16,0.761,0.803,0.396
12,2025-06-25,17,1.171,1.166,0.751
12,2025-06-26,17,0.948,1.014,0.695
12,2025-06-27,9,0.651,0.748,0.343
12,2025-06-28,32,0.97,1.104,0.596
12,2025-06-29,12,1.149,1.147,0.482
12,2025-06-30,19,0.78,0.783,0.542
12,2025-07-01,18,0.992,0.987,0.555
12,2025-07-02,13,0.773,1.0,0.548
12,2025-07-03,25,1.094,1.25,0.817
12,2025-07-04,15,1.144,1.198,0.751
12,2025-07-05,18,1.052,0.976,0.563
12,2025-07-06,11,1.098,1.005,0.605
12,2025-07-07,13,0.865,0.994,0.577
12,2025-07-08,18,1.056,1.132,0.628
12,2025-07-09,22,1.032,1.018,0.661
12,2025-07-10,17,1.094,1.125,0.632
12,2025-07-11,14,0.867,0.925,0.504
12,2025-07-12,11,0.931,0.974,0.701
12,2025-07-13,12,0.656,0.795,0.388
12,2025-07-14,11,0.659,0.752,0.509
12,2025-07-15,9,0.784,0.749,0.334
12,2025-07-16,11,0.773,0.919,0.486
12,2025-07-17,16,0.787,0.769,0.396
12,2025-07-18,10,0.52,0.565,0.319
12,2025-07-19,16,0.806,0.763,0.44
12,2025-07-20,16,0.854,0.877,0.53
12,2025-07-21,16,0.681,0.644,0.356
12,2025-07-22,9,0.703,0.844,0.493
12,2025-07-23,12,0.721,0.843,0.56
12,2025-07-24,10,0.83,0.853,0.529
12,2025-07-25,16,1.046,0.943,0.425
12,2025-07-26,8,0.607,0.757,0.344
12,2025-07-27,16,0.619,0.788,0.476
12,2025-07-28,15,0.793,0.746,0.467
12,2025-07-29,16,0.787,0.877,0.561
12,2025-07-30,10,0.576,0.613,0.385
12,2025-07-31,11,0.838,0.807,0.356
12,2025-08-01,10,0.614,0.541,0.322
12,2025-08-02,8,0.492,0.529,0.274
12,2025-08-03,12,0.453,0.535,0.243
12,2025-08-04,2,0.432,0.427,0.249
12,2025-08-05,6,0.587,0.571,0.363
12,2025-08-06,10,0.526,0.566,0.408
12,2025-08-07,11,0.53,0.535,0.288
12,2025-08-08,10,0.436,0.473,0.213
12,2025-08-09,6,0.473,0.563,0.287
12,2025-08-10,9,0.301,0.428,0.261
12,2025-08-11,9,0.435,0.521,0.361
12,2025-08-12,9,0.52,0.604,0.454
12,2025-08-13,6,0.514,0.536,0.342
12,2025-08-14,9,0.506,0.586,0.315
12,2025-08-15,5,0.496,0.469,0.323
12,2025-08-16,7,0.549,0.493,0.292
12,2025-08-17,10,0.431,0.54,0.379
12,2025-08-18,5,0.354,0.41,0.213
12,2025-08-19,6,0.351,0.391,0.156
12,2025-08-20,9,0.35,0.403,0.289
12,2025-08-21,5,0.34,0.39,0.256
12,2025-08-22,8,0.343,0.4,0.255
12,2025-08-23,7,0.363,0.383,0.222
12,2025-08-24,7,0.327,0.392,0.156
12,2025-08-25,5,0.344,0.336,0.25
12,2025-08-26,8,0.41,0.418,0.261
12,2025-08-27,7,0.481,0.475,0.266
12,2025-08-28,8,0.53,0.443,0.261
12,2025-08-29,11,0.444,0.406,0.259
12,2025-08-30,3,0.442,0.378,0.209
12,2025-08-31,5,0.324,0.352,0.194
12,2025-09-01,5,0.416,0.424,0.237
12,2025-09-02,2,0.469,0.474,0.239
12,2025-09-03,7,0.363,0.403,0.222
12,2025-09-04,6,0.502,0.445,0.261
12,2025-09-05,6,0.36,0.424,0.337
12,2025-09-06,9,0.364,0.398,0.235
12,2025-09-07,3,0.41,0.362,0.271
12,2025-09-08,7,0.461,0.437,0.252
12,2025-09-09,5,0.31,0.419,0.246
12,2025-09-10,15,0.705,0.737,0.454
12,2025-09-11,16,0.709,0.766,0.325
12,2025-09-12,13,0.821,0.956,0.653
12,2025-09-13,10,0.651,0.668,0.487
12,2025-09-14,11,0.799,0.796,0.391
12,2025-09-15,13,0.668,0.705,0.621
12,2025-09-16,15,0.908,0.863,0.533
12,2025-09-17,9,0.635,0.704,0.491
12,2025-09-18,7,0.755,0.722,0.525
12,2025-09-19,13,0.652,0.774,0.447
12,2025-09-20,14,0.661,0.701,0.526
12,2025-09-21,6,0.72,0.815,0.432
12,2025-09-22,10,0.768,0.818,0.369
12,2025-09-23,12,0.809,0.839,0.464
12,2025-09-24,6,0.596,0.616,0.268
12,2025-09-25,15,0.718,0.734,0.291
12,2025-09-26,6,0.689,0.788,0.451
12,2025-09-27,9,0.712,0.665,0.344
12,2025-09-28,19,0.624,0.696,0.331
12,2025-09-29,17,0.94,1.073,0.858
12,2025-09-30,23,0.702,0.978,0.516
12,2025-10-01,19,0.972,1.109,0.582
12,2025-10-02,13,1.242,1.312,0.46
12,2025-10-03,24,1.413,1.467,0.892
12,2025-10-04,14,1.16,1.12,0.66
12,2025-10-05,20,1.065,1.31,0.891
12,2025-10-06,16,1.086,1.206,0.748
12,2025-10-07,21,1.198,1.2,0.595
12,2025-10-08,10,1.014,1.13,0.676
12,2025-10-09,12,1.162,1.12,0.692
12,2025-10-10,15,1.068,1.185,0.607
12,2025-10-11,20,1.368,1.293,0.873
12,2025-10-12,27,1.258,1.383,0.76
12,2025-10-13,25,1.474,1.397,0.907
12,2025-10-14,21,1.291,1.367,0.984
12,2025-10-15,20,1.167,1.069,0.694
12,2025-10-16,19,1.062,1.213,0.628
12,2025-10-17,20,1.311,1.396,1.0
12,2025-10-18,25,1.325,1.376,0.735
12,2025-10-19,23,1.263,1.241,0.522
12,2025-10-20,22,1.477,1.486,0.937
12,2025-10-21,25,1.557,1.565,0.961
12,2025-10-22,15,1.007,1.175,0.874
12,2025-10-23,18,1.161,1.385,0.67
12,2025-10-24,22,1.471,1.308,0.597
12,2025-10-25,17,0.892,1.064,0.527
12,2025-10-26,27,1.295,1.304,0.718
12,2025-10-27,20,1.144,1.316,0.753
12,2025-10-28,15,1.07,1.029,0.432
12,2025-10-29,19,1.16,1.327,0.699
12,2025-10-30,17,0.911,1.115,0.585
12,2025-10-31,20,1.049,1.214,0.631
12,2025-11-01,30,1.556,1.392,0.566
12,2025-11-02,21,1.228,1.327,0.881
12,2025-11-03,18,1.592,1.403,1.0
12,2025-11-04,16,1.103,1.387,0.809
12,2025-11-05,22,1.093,1.281,0.724
12,2025-11-06,21,1.237,1.429,0.828
12,2025-11-07,16,1.369,1.395,0.773
12,2025-11-08,22,1.638,1.563,0.785
12,2025-11-09,20,1.288,1.297,0.815
12,2025-11-10,20,0.909,1.074,0.608
12,2025-11-11,23,1.293,1.283,0.709
12,2025-11-12,17,1.039,1.061,0.379
12,2025-11-13,17,0.947,1.046,0.523
12,2025-11-14,17,1.069,1.039,0.583
12,2025-11-15,16,0.902,0.879,0.486
12,2025-11-16,10,1.07,1.006,0.628
12,2025-11-17,16,0.847,1.103,0.658
12,2025-11-18,15,0.855,0.914,0.432
12,2025-11-19,21,0.975,1.057,0.603
12,2025-11-20,10,0.901,0.933,0.395
12,2025-11-21,16,0.994,1.069,0.401
12,2025-11-22,17,1.061,1.01,0.812
12,2025-11-23,12,1.032,1.13,0.663
12,2025-11-24,17,1.06,1.024,0.601
12,2025-11-25,13,1.155,1.091,0.615
12,2025-11-26,18,1.018,0.994,0.728
12,2025-11-27,21,1.159,1.209,0.618
12,2025-11-28,10,0.893,0.904,0.475
12,2025-11-29,14,1.071,1.14,0.783
12,2025-11-30,20,1.071,0.993,0.516
12,2025-12-01,9,0.802,0.789,0.486
12,2025-12-02,12,0.704,0.729,0.359
12,2025-12-03,10,0.784,0.798,0.45
12,2025-12-04,11,0.802,0.75,0.438
12,2025-12-05,10,0.825,0.814,0.532
12,2025-12-06,6,0.752,0.713,0.387
12,2025-12-07,9,0.728,0.754,0.415
12,2025-12-08,9,0.597,0.73,0.502
12,2025-12-09,13,0.7,0.751,0.345
12,2025-12-10,10,0.603,0.618,0.352
12,2025-12-11,12,0.769,0.795,0.472
12,2025-12-12,13,0.853,0.772,0.453
12,2025-12-13,13,0.702,0.725,0.411
12,2025-12-14,8,0.692,0.834,0.529
12,2025-12-15,11,0.625,0.619,0.386
12,2025-12-16,18,0.775,0.805,0.413
12,2025-12-17,5,0.728,0.693,0.404
12,2025-12-18,14,0.858,0.791,0.521
12,2025-12-19,9,0.67,0.67,0.446
12,2025-12-20,19,0.816,0.833,0.361
12,2025-12-21,15,0.696,0.753,0.431
12,2025-12-22,18,0.817,0.739,0.435
12,2025-12-23,12,0.78,0.788,0.351
12,2025-12-24,13,0.676,0.703,0.405
12,2025-12-25,9,0.745,0.803,0.468
12,2025-12-26,18,0.764,0.786,0.489
12,2025-12-27,10,0.716,0.741,0.599
12,2025-12-28,7,0.696,0.736,0.336
12,2025-12-29,10,0.586,0.727,0.545
12,2025-12-30,14,0.638,0.716,0.409
12,2025-12-31,16,0.82,0.682,0.471
12,2026-01-01,14,0.719,0.737,0.272
12,2026-01-02,14,0.622,0.761,0.395
12,2026-01-03,10,0.868,0.864,0.448
12,2026-01-04,7,0.613,0.727,0.343
12,2026-01-05,6,0.524,0.552,0.35
12,2026-01-06,9,0.669,0.734,0.456
12,2026-01-07,7,0.833,0.805,0.486
12,2026-01-08,9,0.651,0.714,0.232
12,2026-01-09,15,0.546,0.682,0.42
12,2026-01-10,15,0.785,0.791,0.341
12,2026-01-11,16,1.069,1.068,0.532
12,2026-01-12,11,0.973,1.003,0.535
12,2026-01-13,18,1.088,1.076,0.597
12,2026-01-14,24,1.227,1.221,0.794
12,2026-01-15,16,0.89,1.044,0.639
12,2026-01-16,20,0.845,1.081,0.576
12,2026-01-17,24,1.11,1.189,0.58
12,2026-01-18,21,0.925,1.075,0.496
12,2026-01-19,24,1.067,1.073,0.538
12,2026-01-20,14,1.105,1.162,0.61
12,2026-01-21,22,0.928,1.167,0.531
12,2026-01-22,11,1.183,1.076,0.586
12,2026-01-23,12,0.904,1.126,0.621
12,2026-01-24,17,1.154,1.092,0.634
12,2026-01-25,22,1.099,1.268,0.851
12,2026-01-26,14,0.961,0.939,0.617
12,2026-01-27,14,0.905,0.948,0.543
12,2026-01-28,14,1.091,1.118,0.734
12,2026-01-29,19,1.191,1.049,0.291
12,2026-01-30,7,0.857,0.908,0.587
12,2026-01-31,12,1.128,1.071,0.656
12,2026-02-01,27,1.067,1.428,0.819
12,2026-02-02,29,1.205,1.297,0.699
12,2026-02-03,18,1.422,1.447,0.599
12,2026-02-04,21,1.353,1.515,0.971
12,2026-02-05,24,1.572,1.444,0.65
12,2026-02-06,21,1.502,1.449,0.629
12,2026-02-07,33,1.816,1.76,0.78
12,2026-02-08,26,1.425,1.379,0.83
12,2026-02-09,25,1.081,1.233,0.798
12,2026-02-10,17,1.283,1.379,0.778
12,2026-02-11,22,1.36,1.407,1.0
12,2026-02-12,23,1.184,1.217,0.685
12,2026-02-13,26,1.304,1.239,0.704
12,2026-02-14,27,1.243,1.322,0.906
12,2026-02-15,24,1.693,1.689,0.854
12,2026-02-16,22,1.199,1.32,0.836
12,2026-02-17,22,1.147,1.177,0.795
12,2026-02-18,18,1.356,1.454,0.971
12,2026-02-19,26,1.431,1.505,0.883
12,2026-02-20,18,1.426,1.223,0.697
12,2026-02-21,22,1.532,1.41,0.861
12,2026-02-22,27,1.358,1.51,0.957
12,2026-02-23,23,0.849,1.304,0.469
12,2026-02-24,19,1.424,1.447,0.981
12,2026-02-25,16,1.099,1.231,0.738
12,2026-02-26,19,1.231,1.355,0.947
12,2026-02-27,24,0.932,1.346,0.884
12,2026-02-28,19,1.864,1.699,0.805
12,2026-03-01,18,1.427,1.306,0.702
12,2026-03-02,23,1.013,1.07,0.504
12,2026-03-03,17,1.435,1.243,0.824
12,2026-03-04,12,1.122,1.391,0.577
12,2026-03-05,23,1.099,1.094,0.637
12,2026-03-06,18,1.155,1.197,0.692
12,2026-03-07,25,1.582,1.498,0.681
12,2026-03-08,26,1.496,1.605,0.868
12,2026-03-09,21,1.352,1.358,0.766
12,2026-03-10,31,1.513,1.356,0.766
12,2026-03-11,21,1.336,1.254,0.647
12,2026-03-12,22,1.067,1.295,0.843
12,2026-03-13,15,0.957,1.182,0.545
12,2026-03-14,23,1.036,1.159,0.624
12,2026-03-15,19,1.425,1.445,0.743
12,2026-03-16,16,1.173,1.155,0.702
12,2026-03-17,17,1.3,1.162,0.52
12,2026-03-18,17,1.156,1.161,0.768
12,2026-03-19,15,0.982,1.102,0.386
12,2026-03-20,16,0.981,1.105,0.476
12,2026-03-21,14,0.964,1.032,0.615
12,2026-03-22,14,1.251,1.151,0.522
12,2026-03-23,15,0.999,1.082,0.875
12,2026-03-24,23,1.3,1.298,0.692
12,2026-03-25,18,1.264,1.296,0.716
12,2026-03-26,10,1.081,1.127,0.664
12,2026-03-27,22,1.037,1.222,0.786
12,2026-03-28,13,1.166,1.129,0.61
12,2026-03-29,21,1.142,1.394,0.795
12,2026-03-30,18,1.016,1.232,0.754
12,2026-03-31,17,1.079,1.201,0.564
12,2026-04-01,17,0.882,0.982,0.617
12,2026-04-02,13,1.277,1.087,0.483
12,2026-04-03,25,1.074,1.221,0.669
12,2026-04-04,17,0.781,0.98,0.526
12,2026-04-05,26,1.139,1.238,0.626
12,2026-04-06,11,0.982,1.017,0.639
12,2026-04-07,18,0.929,0.988,0.803
12,2026-04-08,19,0.935,1.058,0.477
12,2026-04-09,16,1.015,1.029,0.685
12,2026-04-10,18,1.077,1.03,0.488
12,2026-04-11,9,0.669,0.774,0.491
12,2026-04-12,7,1.134,0.923,0.405
12,2026-04-13,10,0.732,0.962,0.46
12,2026-04-14,11,0.974,1.112,0.757
12,2026-04-15,17,0.928,1.008,0.641
12,2026-04-16,14,0.887,0.915,0.526
12,2026-04-17,13,0.888,0.968,0.675
12,2026-04-18,14,0.632,0.782,0.379
12,2026-04-19,20,0.861,1.015,0.523
12,2026-04-20,13,0.876,0.879,0.451
12,2026-04-21,14,0.965,0.885,0.482
12,2026-04-22,23,0.785,0.856,0.395
12,2026-04-23,15,0.948,0.921,0.456
12,2026-04-24,16,1.115,1.157,0.746
12,2026-04-25,12,0.871,0.996,0.501
12,2026-04-26,20,0.923,0.972,0.63
12,2026-04-27,17,1.033,1.12,0.487
12,2026-04-28,7,0.718,0.819,0.395
12,2026-04-29,13,0.861,0.955,0.563
12,2026-04-30,16,1.008,0.901,0.487
12,2026-05-01,17,0.94,0.916,0.308
12,2026-05-02,12,0.83,0.891,0.437
12,2026-05-03,11,0.629,0.774,0.478
12,2026-05-04,13,0.762,0.799,0.433
12,2026-05-05,10,0.87,0.813,0.644
12,2026-05-06,18,0.823,0.872,0.331
12,2026-05-07,13,0.896,0.869,0.571
12,2026-05-08,16,0.618,0.741,0.419
12,2026-05-09,8,0.918,0.881,0.514
12,2026-05-10,14,0.693,0.685,0.373
12,2026-05-11,10,0.693,0.753,0.447
12,2026-05-12,12,0.766,0.894,0.565
12,2026-05-13,11,0.898,0.806,0.528
12,2026-05-14,17,0.746,0.804,0.418
12,2026-05-15,15,0.803,0.836,0.436
12,2026-05-16,11,0.816,0.901,0.479
12,2026-05-17,18,0.8,0.873,0.625
12,2026-05-18,15,0.896,0.973,0.637
12,2026-05-19,10,0.863,0.807,0.5
12,2026-05-20,10,0.663,0.793,0.405
12,2026-05-21,14,0.923,0.899,0.546
12,2026-05-22,10,0.665,0.757,0.555
12,2026-05-23,17,1.2,1.029,0.655
12,2026-05-24,17,1.083,1.032,0.286
12,2026-05-25,11,0.732,0.789,0.337
12,2026-05-26,12,0.754,0.778,0.445
12,2026-05-27,14,0.866,0.91,0.535
12,2026-05-28,18,1.042,1.022,0.655
12,2026-05-29,8,0.796,0.798,0.327
12,2026-05-30,4,0.741,0.747,0.354
12,2026-05-31,9,0.678,0.895,0.476
12,2026-06-01,9,0.8,0.919,0.521
12,2026-06-02,16,0.905,0.928,0.464
12,2026-06-03,13,0.912,0.95,0.542
12,2026-06-04,12,0.63,0.824,0.57
12,2026-06-05,11,0.593,0.753,0.442
12,2026-06-06,14,0.765,0.976,0.458
12,2026-06-07,11,0.881,0.92,0.567
12,2026-06-08,20,1.103,0.928,0.486
12,2026-06-09,9,0.708,0.772,0.342
12,2026-06-10,11,0.652,0.897,0.549
12,2026-06-11,10,1.11,1.053,0.537
12,2026-06-12,12,0.937,0.938,0.628
12,2026-06-13,17,0.879,1.132,0.795
12,2026-06-14,24,1.411,1.388,0.515
12,2026-06-15,12,1.161,0.937,0.616
12,2026-06-16,17,1.173,1.074,0.589
12,2026-06-17,11,1.048,1.045,0.594
12,2026-06-18,21,1.122,1.195,0.764
12,2026-06-19,15,0.92,0.921,0.457
12,2026-06-20,15,1.012,0.992,0.673
12,2026-06-21,14,0.988,1.192,0.627
12,2026-06-22,21,1.008,1.053,0.518
12,2026-06-23,17,1.034,1.044,0.515
12,2026-06-24,13,1.088,1.037,0.45
12,2026-06-25,11,0.862,0.896,0.501
12,2026-06-26,9,0.956,0.93,0.406
12,2026-06-27,14,0.916,1.053,0.605
12,2026-06-28,16,0.962,0.968,0.65
12,2026-06-29,18,0.872,1.037,0.542
12,2026-06-30,11,0.848,0.87,0.424
12,2026-07-01,17,1.027,1.061,0.469
12,2026-07-02,11,1.056,1.088,0.561
12,2026-07-03,13,1.005,1.094,0.592
12,2026-07-04,14,1.004,1.05,0.571
12,2026-07-05,12,1.09,1.228,0.729
12,2026-07-06,14,1.129,1.05,0.461
12,2026-07-07,12,1.001,1.117,0.628
12,2026-07-08,15,1.016,1.05,0.451
12,2026-07-09,19,0.971,1.119,0.497
12,2026-07-10,17,0.98,0.975,0.589
12,2026-07-11,20,1.133,1.198,0.655
12,2026-07-12,11,1.024,1.109,0.71
12,2026-07-13,19,1.124,1.044,0.522
12,2026-07-14,12,1.165,1.053,0.577
12,2026-07-15,16,1.021,1.028,0.527
13,2024-01-01,7,0.835,1.076,0.552
13,2024-01-02,14,1.522,1.358,0.734
13,2024-01-03,19,1.275,1.169,0.566
13,2024-01-04,10,1.186,1.128,0.626
13,2024-01-05,8,1.111,1.018,0.717
13,2024-01-06,8,1.009,0.899,0.452
13,2024-01-07,16,1.42,1.388,0.727
13,2024-01-08,16,1.023,1.081,0.762
13,2024-01-09,13,0.935,1.149,0.704
13,2024-01-10,11,1.031,1.023,0.731
13,2024-01-11,13,1.195,1.175,0.638
13,2024-01-12,15,1.312,1.197,0.865
13,2024-01-13,13,1.113,1.216,0.51
13,2024-01-14,15,1.201,1.255,0.589
13,2024-01-15,12,1.182,1.135,0.77
13,2024-01-16,20,0.985,1.028,0.412
13,2024-01-17,12,1.028,1.101,0.564
13,2024-01-18,7,1.055,1.072,0.539
13,2024-01-19,13,1.144,1.373,0.92
13,2024-01-20,9,0.903,0.992,0.567
13,2024-01-21,7,1.432,1.435,0.747
13,2024-01-22,15,1.202,1.153,0.854
13,2024-01-23,15,1.2,1.181,0.715
13,2024-01-24,13,0.986,1.188,0.643
13,2024-01-25,5,1.039,1.101,0.688
13,2024-01-26,13,1.267,1.168,0.612
13,2024-01-27,7,0.756,1.002,0.594
13,2024-01-28,17,1.521,1.342,0.877
13,2024-01-29,14,1.332,1.251,0.584
13,2024-01-30,6,1.211,1.219,0.729
13,2024-01-31,5,1.584,1.409,0.64
13,2024-02-01,18,1.073,1.241,0.675
13,2024-02-02,19,1.367,1.255,0.752
13,2024-02-03,7,0.769,0.988,0.594
13,2024-02-04,12,1.209,1.407,0.719
13,2024-02-05,15,1.182,1.13,0.507
13,2024-02-06,14,1.152,1.188,0.636
13,2024-02-07,11,1.132,1.173,0.565
13,2024-02-08,15,1.204,1.158,0.632
13,2024-02-09,10,1.319,1.157,0.725
13,2024-02-10,14,0.774,1.05,0.62
13,2024-02-11,19,1.47,1.397,1.0
13,2024-02-12,9,0.962,1.124,0.611
13,2024-02-13,11,0.989,1.101,0.763
13,2024-02-14,12,1.138,1.152,0.652
13,2024-02-15,12,0.999,1.086,0.734
13,2024-02-16,14,1.17,1.177,0.486
13,2024-02-17,8,1.12,1.064,0.567
