commodity,date,modal_price
fodder,2024-04-29,932.8
fodder,2024-04-30,930.84
fodder,2024-05-01,932.26
fodder,2024-05-02,930.26
fodder,2024-05-03,926.97
fodder,2024-05-04,929.36
fodder,2024-05-05,934.58
fodder,2024-05-06,930.56
fodder,2024-05-07,931.58
fodder,2024-05-08,924.62
fodder,2024-05-09,919.29
fodder,2024-05-10,917.24
fodder,2024-05-11,921.52
fodder,2024-05-12,918.77
fodder,2024-05-13,915.88
fodder,2024-05-14,916.12
fodder,2024-05-15,916.37
fodder,2024-05-16,913.61
fodder,2024-05-17,921.0
fodder,2024-05-18,920.14
fodder,2024-05-19,920.67
fodder,2024-05-20,919.3
fodder,2024-05-21,921.03
fodder,2024-05-22,925.7
fodder,2024-05-23,931.99
fodder,2024-05-24,929.27
fodder,2024-05-25,933.48
fodder,2024-05-26,935.65
fodder,2024-05-27,939.41
fodder,2024-05-28,939.18
fodder,2024-05-29,938.59
fodder,2024-05-30,942.22
fodder,2024-05-31,945.94
fodder,2024-06-01,952.0
fodder,2024-06-02,952.87
fodder,2024-06-03,952.58
fodder,2024-06-04,943.36
fodder,2024-06-05,937.41
fodder,2024-06-06,936.05
fodder,2024-06-07,932.05
fodder,2024-06-08,935.2
fodder,2024-06-09,930.42
fodder,2024-06-10,928.67
fodder,2024-06-11,927.07
fodder,2024-06-12,931.66
fodder,2024-06-13,929.51
fodder,2024-06-14,931.3
fodder,2024-06-15,932.14
fodder,2024-06-16,935.63
fodder,2024-06-17,938.93
fodder,2024-06-18,938.92
fodder,2024-06-19,932.68
fodder,2024-06-20,931.93
fodder,2024-06-21,931.96
fodder,2024-06-22,933.14
fodder,2024-06-23,930.51
fodder,2024-06-24,934.87
fodder,2024-06-25,935.04
fodder,2024-06-26,931.71
fodder,2024-06-27,930.12
fodder,2024-06-28,937.43
fodder,2024-06-29,940.04
fodder,2024-06-30,944.1
fodder,2024-07-01,940.29
fodder,2024-07-02,937.82
fodder,2024-07-03,935.38
fodder,2024-07-04,936.18
fodder,2024-07-05,935.64
fodder,2024-07-06,933.92
fodder,2024-07-07,932.67
fodder,2024-07-08,929.83
fodder,2024-07-09,929.27
fodder,2024-07-10,933.53
fodder,2024-07-11,928.01
fodder,2024-07-12,929.41
fodder,2024-07-13,934.66
fodder,2024-07-14,934.09
fodder,2024-07-15,932.23
fodder,2024-07-16,935.79
fodder,2024-07-17,932.23
fodder,2024-07-18,932.26
fodder,2024-07-19,928.5
fodder,2024-07-20,921.69
fodder,2024-07-21,921.24
fodder,2024-07-22,916.71
fodder,2024-07-23,916.77
fodder,2024-07-24,920.98
fodder,2024-07-25,927.95
fodder,2024-07-26,928.41
fodder,2024-07-27,932.31
fodder,2024-07-28,933.91
fodder,2024-07-29,932.6
fodder,2024-07-30,925.55
fodder,2024-07-31,931.71
fodder,2024-08-01,927.92
fodder,2024-08-02,933.18
fodder,2024-08-03,935.29
fodder,2024-08-04,931.76
fodder,2024-08-05,933.04
fodder,2024-08-06,941.14
fodder,2024-08-07,947.06
fodder,2024-08-08,945.23
fodder,2024-08-09,942.66
fodder,2024-08-10,943.15
fodder,2024-08-11,942.64
fodder,2024-08-12,947.28
fodder,2024-08-13,950.2
fodder,2024-08-14,943.91
fodder,2024-08-15,945.75
fodder,2024-08-16,945.19
fodder,2024-08-17,945.44
fodder,2024-08-18,946.5
fodder,2024-08-19,951.16
fodder,2024-08-20,955.0
fodder,2024-08-21,952.26
fodder,2024-08-22,952.15
fodder,2024-08-23,950.56
fodder,2024-08-24,944.3
fodder,2024-08-25,944.0
fodder,2024-08-26,951.1
fodder,2024-08-27,944.73
fodder,2024-08-28,944.75
fodder,2024-08-29,944.65
fodder,2024-08-30,945.85
fodder,2024-08-31,942.33
fodder,2024-09-01,937.08
fodder,2024-09-02,932.04
fodder,2024-09-03,937.13
fodder,2024-09-04,933.57
fodder,2024-09-05,931.81
fodder,2024-09-06,939.8
fodder,2024-09-07,937.16
fodder,2024-09-08,938.56
fodder,2024-09-09,942.67
fodder,2024-09-10,946.63
fodder,2024-09-11,941.71
fodder,2024-09-12,939.14
fodder,2024-09-13,940.39
fodder,2024-09-14,947.79
fodder,2024-09-15,945.02
fodder,2024-09-16,943.27
fodder,2024-09-17,944.96
fodder,2024-09-18,947.42
fodder,2024-09-19,950.12
fodder,2024-09-20,947.02
fodder,2024-09-21,945.12
fodder,2024-09-22,946.05
fodder,2024-09-23,950.95
fodder,2024-09-24,950.16
fodder,2024-09-25,950.19
fodder,2024-09-26,946.41
fodder,2024-09-27,953.61
fodder,2024-09-28,954.31
fodder,2024-09-29,958.55
fodder,2024-09-30,958.78
fodder,2024-10-01,959.22
fodder,2024-10-02,953.59
fodder,2024-10-03,945.54
fodder,2024-10-04,950.4
fodder,2024-10-05,950.81
fodder,2024-10-06,951.71
fodder,2024-10-07,947.08
fodder,2024-10-08,943.78
fodder,2024-10-09,947.91
fodder,2024-10-10,954.65
fodder,2024-10-11,952.39
fodder,2024-10-12,955.07
fodder,2024-10-13,955.91
fodder,2024-10-14,955.56
fodder,2024-10-15,962.78
fodder,2024-10-16,961.15
fodder,2024-10-17,966.05
fodder,2024-10-18,967.64
fodder,2024-10-19,967.69
fodder,2024-10-20,973.14
fodder,2024-10-21,974.38
fodder,2024-10-22,974.12
fodder,2024-10-23,979.63
fodder,2024-10-24,984.66
fodder,2024-10-25,989.52
fodder,2024-10-26,974.37
fodder,2024-10-27,976.2
fodder,2024-10-28,977.15
fodder,2024-10-29,977.13
fodder,2024-10-30,979.63
fodder,2024-10-31,980.77
fodder,2024-11-01,983.55
fodder,2024-11-02,982.62
fodder,2024-11-03,988.64
fodder,2024-11-04,991.85
fodder,2024-11-05,994.12
fodder,2024-11-06,996.21
fodder,2024-11-07,1000.95
fodder,2024-11-08,1005.17
fodder,2024-11-09,1004.84
fodder,2024-11-10,1008.94
fodder,2024-11-11,1009.77
fodder,2024-11-12,1017.66
fodder,2024-11-13,1022.26
fodder,2024-11-14,1019.83
fodder,2024-11-15,1029.51
fodder,2024-11-16,1021.01
fodder,2024-11-17,1023.74
fodder,2024-11-18,1021.01
fodder,2024-11-19,1028.85
fodder,2024-11-20,1030.02
fodder,2024-11-21,1026.88
fodder,2024-11-22,1025.91
fodder,2024-11-23,1023.1
fodder,2024-11-24,1021.97
fodder,2024-11-25,1020.75
fodder,2024-11-26,1017.81
fodder,2024-11-27,1019.04
fodder,2024-11-28,1020.76
fodder,2024-11-29,1016.82
fodder,2024-11-30,1010.22
fodder,2024-12-01,1011.59
fodder,2024-12-02,1013.87
fodder,2024-12-03,1016.96
fodder,2024-12-04,1019.33
fodder,2024-12-05,1025.88
fodder,2024-12-06,1030.1
fodder,2024-12-07,1041.33
fodder,2024-12-08,1054.45
fodder,2024-12-09,1047.19
fodder,2024-12-10,1038.15
fodder,2024-12-11,1038.25
fodder,2024-12-12,1040.47
fodder,2024-12-13,1040.28
fodder,2024-12-14,1043.33
fodder,2024-12-15,1042.33
fodder,2024-12-16,1039.57
fodder,2024-12-17,1037.43
fodder,2024-12-18,1036.73
fodder,2024-12-19,1040.36
fodder,2024-12-20,1038.46
fodder,2024-12-21,1037.38
fodder,2024-12-22,1039.88
fodder,2024-12-23,1039.18
fodder,2024-12-24,1043.95
fodder,2024-12-25,1040.25
fodder,2024-12-26,1035.65
fodder,2024-12-27,1037.04
fodder,2024-12-28,1038.84
fodder,2024-12-29,1035.38
fodder,2024-12-30,1041.08
fodder,2024-12-31,1049.26
fodder,2025-01-01,1046.75
fodder,2025-01-02,1053.12
fodder,2025-01-03,1043.26
fodder,2025-01-04,1047.89
fodder,2025-01-05,1044.42
fodder,2025-01-06,1048.63
fodder,2025-01-07,1044.73
fodder,2025-01-08,1044.57
fodder,2025-01-09,1041.32
fodder,2025-01-10,1040.55
fodder,2025-01-11,1048.32
fodder,2025-01-12,1048.0
fodder,2025-01-13,1057.01
fodder,2025-01-14,1055.5
fodder,2025-01-15,1061.95
fodder,2025-01-16,1055.19
fodder,2025-01-17,1054.11
fodder,2025-01-18,1051.98
fodder,2025-01-19,1058.6
fodder,2025-01-20,1059.51
fodder,2025-01-21,1050.82
fodder,2025-01-22,1045.45
fodder,2025-01-23,1041.35
fodder,2025-01-24,1045.38
fodder,2025-01-25,1048.87
fodder,2025-01-26,1047.74
fodder,2025-01-27,1045.57
fodder,2025-01-28,1048.7
fodder,2025-01-29,1044.09
fodder,2025-01-30,1046.13
fodder,2025-01-31,1047.82
fodder,2025-02-01,1046.79
fodder,2025-02-02,1048.59
fodder,2025-02-03,1049.14
fodder,2025-02-04,1051.36
fodder,2025-02-05,1045.89
fodder,2025-02-06,1048.58
fodder,2025-02-07,1053.03
fodder,2025-02-08,1054.51
fodder,2025-02-09,1057.17
fodder,2025-02-10,1056.83
fodder,2025-02-11,1060.74
fodder,2025-02-12,1061.14
fodder,2025-02-13,1056.4
fodder,2025-02-14,1060.0
fodder,2025-02-15,1053.22
fodder,2025-02-16,1054.54
fodder,2025-02-17,1053.05
fodder,2025-02-18,1051.29
fodder,2025-02-19,1052.14
fodder,2025-02-20,1049.28
fodder,2025-02-21,1051.56
fodder,2025-02-22,1051.93
fodder,2025-02-23,1049.46
fodder,2025-02-24,1055.22
fodder,2025-02-25,1056.21
fodder,2025-02-26,1059.01
fodder,2025-02-27,1065.15
fodder,2025-02-28,1071.26
fodder,2025-03-01,1073.88
fodder,2025-03-02,1072.71
fodder,2025-03-03,1066.72
fodder,2025-03-04,1067.73
fodder,2025-03-05,1072.54
fodder,2025-03-06,1074.19
fodder,2025-03-07,1059.62
fodder,2025-03-08,1063.44
fodder,2025-03-09,1067.54
fodder,2025-03-10,1066.38
fodder,2025-03-11,1070.74
fodder,2025-03-12,1073.56
fodder,2025-03-13,1070.75
fodder,2025-03-14,1076.33
fodder,2025-03-15,1071.02
fodder,2025-03-16,1070.9
fodder,2025-03-17,1070.36
fodder,2025-03-18,1066.96
fodder,2025-03-19,1068.38
fodder,2025-03-20,1074.13
fodder,2025-03-21,1079.63
fodder,2025-03-22,1082.89
fodder,2025-03-23,1075.7
fodder,2025-03-24,1070.09
fodder,2025-03-25,1070.93
fodder,2025-03-26,1070.92
fodder,2025-03-27,1068.91
fodder,2025-03-28,1077.22
fodder,2025-03-29,1077.81
fodder,2025-03-30,1080.28
fodder,2025-03-31,1084.68
fodder,2025-04-01,1085.05
fodder,2025-04-02,1096.49
fodder,2025-04-03,1092.5
fodder,2025-04-04,1089.99
fodder,2025-04-05,1086.02
fodder,2025-04-06,1092.96
fodder,2025-04-07,1096.6
fodder,2025-04-08,1094.35
fodder,2025-04-09,1090.7
fodder,2025-04-10,1096.89
fodder,2025-04-11,1098.61
fodder,2025-04-12,1104.96
fodder,2025-04-13,1104.83
fodder,2025-04-14,1107.22
fodder,2025-04-15,1108.69
fodder,2025-04-16,1106.06
fodder,2025-04-17,1105.55
fodder,2025-04-18,1100.46
fodder,2025-04-19,1102.77
fodder,2025-04-20,1106.26
fodder,2025-04-21,1110.79
fodder,2025-04-22,1113.89
fodder,2025-04-23,1113.45
fodder,2025-04-24,1120.52
fodder,2025-04-25,1124.66
fodder,2025-04-26,1131.06
fodder,2025-04-27,1137.78
fodder,2025-04-28,1137.34
fodder,2025-04-29,1139.25
fodder,2025-04-30,1142.92
fodder,2025-05-01,1137.81
fodder,2025-05-02,1132.83
fodder,2025-05-03,1127.1
fodder,2025-05-04,1126.74
fodder,2025-05-05,1125.38
fodder,2025-05-06,1119.07
fodder,2025-05-07,1119.87
fodder,2025-05-08,1119.58
fodder,2025-05-09,1125.02
fodder,2025-05-10,1134.25
fodder,2025-05-11,1136.46
fodder,2025-05-12,1133.43
fodder,2025-05-13,1136.5
fodder,2025-05-14,1136.68
fodder,2025-05-15,1135.73
fodder,2025-05-16,1131.96
fodder,2025-05-17,1129.99
fodder,2025-05-18,1129.32
fodder,2025-05-19,1133.1
fodder,2025-05-20,1135.55
fodder,2025-05-21,1144.01
fodder,2025-05-22,1147.24
fodder,2025-05-23,1149.33
fodder,2025-05-24,1148.06
fodder,2025-05-25,1143.44
fodder,2025-05-26,1140.97
fodder,2025-05-27,1137.92
fodder,2025-05-28,1126.46
fodder,2025-05-29,1122.06
fodder,2025-05-30,1129.41
fodder,2025-05-31,1131.21
fodder,2025-06-01,1129.64
fodder,2025-06-02,1131.58
fodder,2025-06-03,1122.91
fodder,2025-06-04,1124.31
fodder,2025-06-05,1130.21
fodder,2025-06-06,1129.8
fodder,2025-06-07,1121.95
fodder,2025-06-08,1120.23
fodder,2025-06-09,1126.11
fodder,2025-06-10,1127.41
fodder,2025-06-11,1121.17
fodder,2025-06-12,1131.97
fodder,2025-06-13,1126.44
fodder,2025-06-14,1125.49
fodder,2025-06-15,1120.96
fodder,2025-06-16,1116.46
fodder,2025-06-17,1114.57
fodder,2025-06-18,1117.55
fodder,2025-06-19,1123.47
fodder,2025-06-20,1121.87
fodder,2025-06-21,1117.48
fodder,2025-06-22,1119.75
fodder,2025-06-23,1122.17
fodder,2025-06-24,1123.38
fodder,2025-06-25,1124.75
fodder,2025-06-26,1124.38
fodder,2025-06-27,1124.96
fodder,2025-06-28,1124.28
fodder,2025-06-29,1129.24
fodder,2025-06-30,1139.48
fodder,2025-07-01,1140.44
fodder,2025-07-02,1140.55
fodder,2025-07-03,1141.85
fodder,2025-07-04,1138.99
fodder,2025-07-05,1142.62
fodder,2025-07-06,1144.77
fodder,2025-07-07,1142.98
fodder,2025-07-08,1147.25
fodder,2025-07-09,1147.48
fodder,2025-07-10,1143.17
fodder,2025-07-11,1144.92
fodder,2025-07-12,1146.14
fodder,2025-07-13,1150.69
fodder,2025-07-14,1154.66
fodder,2025-07-15,1154.3
fodder,2025-07-16,1152.26
fodder,2025-07-17,1152.4
fodder,2025-07-18,1154.22
fodder,2025-07-19,1156.59
fodder,2025-07-20,1158.13
fodder,2025-07-21,1157.85
fodder,2025-07-22,1162.61
fodder,2025-07-23,1159.62
fodder,2025-07-24,1171.32
fodder,2025-07-25,1175.04
fodder,2025-07-26,1169.89
fodder,2025-07-27,1170.9
fodder,2025-07-28,1174.66
fodder,2025-07-29,1173.17
fodder,2025-07-30,1166.31
fodder,2025-07-31,1161.61
fodder,2025-08-01,1164.27
fodder,2025-08-02,1156.27
fodder,2025-08-03,1149.72
fodder,2025-08-04,1152.33
fodder,2025-08-05,1151.45
fodder,2025-08-06,1148.38
fodder,2025-08-07,1146.25
fodder,2025-08-08,1139.66
fodder,2025-08-09,1142.01
fodder,2025-08-10,1138.47
fodder,2025-08-11,1136.17
fodder,2025-08-12,1137.88
fodder,2025-08-13,1136.85
fodder,2025-08-14,1133.79
fodder,2025-08-15,1124.94
fodder,2025-08-16,1126.73
fodder,2025-08-17,1127.22
fodder,2025-08-18,1125.02
fodder,2025-08-19,1120.5
fodder,2025-08-20,1120.69
fodder,2025-08-21,1122.98
fodder,2025-08-22,1123.55
fodder,2025-08-23,1131.08
fodder,2025-08-24,1134.4
fodder,2025-08-25,1134.05
fodder,2025-08-26,1137.54
fodder,2025-08-27,1137.9
fodder,2025-08-28,1138.24
fodder,2025-08-29,1144.3
fodder,2025-08-30,1140.33
fodder,2025-08-31,1140.58
fodder,2025-09-01,1146.15
fodder,2025-09-02,1147.71
fodder,2025-09-03,1146.15
fodder,2025-09-04,1138.5
fodder,2025-09-05,1128.34
fodder,2025-09-06,1137.88
fodder,2025-09-07,1139.43
fodder,2025-09-08,1136.9
fodder,2025-09-09,1138.63
fodder,2025-09-10,1134.46
fodder,2025-09-11,1133.09
fodder,2025-09-12,1128.97
fodder,2025-09-13,1122.74
fodder,2025-09-14,1113.46
fodder,2025-09-15,1106.5
fodder,2025-09-16,1111.16
fodder,2025-09-17,1106.92
fodder,2025-09-18,1109.42
fodder,2025-09-19,1113.81
fodder,2025-09-20,1114.02
fodder,2025-09-21,1112.82
fodder,2025-09-22,1113.55
fodder,2025-09-23,1111.83
fodder,2025-09-24,1117.33
fodder,2025-09-25,1125.88
fodder,2025-09-26,1132.57
fodder,2025-09-27,1123.0
fodder,2025-09-28,1121.17
fodder,2025-09-29,1121.32
fodder,2025-09-30,1123.54
fodder,2025-10-01,1115.93
fodder,2025-10-02,1108.31
fodder,2025-10-03,1114.25
fodder,2025-10-04,1111.9
fodder,2025-10-05,1105.43
fodder,2025-10-06,1100.7
fodder,2025-10-07,1102.55
fodder,2025-10-08,1099.06
fodder,2025-10-09,1100.26
fodder,2025-10-10,1096.09
fodder,2025-10-11,1088.6
fodder,2025-10-12,1094.95
fodder,2025-10-13,1096.83
fodder,2025-10-14,1095.49
fodder,2025-10-15,1093.34
fodder,2025-10-16,1099.9
fodder,2025-10-17,1102.64
fodder,2025-10-18,1107.84
fodder,2025-10-19,1105.39
fodder,2025-10-20,1105.75
fodder,2025-10-21,1107.66
fodder,2025-10-22,1105.36
fodder,2025-10-23,1105.07
fodder,2025-10-24,1102.62
fodder,2025-10-25,1104.52
fodder,2025-10-26,1098.83
fodder,2025-10-27,1101.48
fodder,2025-10-28,1102.98
fodder,2025-10-29,1102.21
fodder,2025-10-30,1104.33
fodder,2025-10-31,1102.85
fodder,2025-11-01,1100.03
fodder,2025-11-02,1102.56
fodder,2025-11-03,1105.28
fodder,2025-11-04,1103.18
fodder,2025-11-05,1100.69
fodder,2025-11-06,1100.02
fodder,2025-11-07,1097.73
fodder,2025-11-08,1104.58
fodder,2025-11-09,1106.11
fodder,2025-11-10,1106.3
fodder,2025-11-11,1102.32
fodder,2025-11-12,1105.71
fodder,2025-11-13,1103.14
fodder,2025-11-14,1100.4
fodder,2025-11-15,1103.94
fodder,2025-11-16,1105.78
fodder,2025-11-17,1094.9
fodder,2025-11-18,1094.34
fodder,2025-11-19,1095.02
fodder,2025-11-20,1093.66
fodder,2025-11-21,1094.5
fodder,2025-11-22,1086.73
fodder,2025-11-23,1074.62
fodder,2025-11-24,1070.57
fodder,2025-11-25,1071.91
fodder,2025-11-26,1058.29
fodder,2025-11-27,1054.86
fodder,2025-11-28,1046.9
fodder,2025-11-29,1046.01
fodder,2025-11-30,1054.36
fodder,2025-12-01,1053.57
fodder,2025-12-02,1053.24
fodder,2025-12-03,1056.91
fodder,2025-12-04,1057.13
fodder,2025-12-05,1056.35
fodder,2025-12-06,1060.4
fodder,2025-12-07,1062.53
fodder,2025-12-08,1063.88
fodder,2025-12-09,1063.42
fodder,2025-12-10,1062.08
fodder,2025-12-11,1066.11
fodder,2025-12-12,1064.8
fodder,2025-12-13,1070.19
fodder,2025-12-14,1065.84
fodder,2025-12-15,1072.1
fodder,2025-12-16,1074.26
fodder,2025-12-17,1070.23
fodder,2025-12-18,1072.54
fodder,2025-12-19,1069.88
fodder,2025-12-20,1070.15
fodder,2025-12-21,1068.2
fodder,2025-12-22,1067.76
fodder,2025-12-23,1071.92
fodder,2025-12-24,1074.27
fodder,2025-12-25,1069.58
fodder,2025-12-26,1065.14
fodder,2025-12-27,1066.43
fodder,2025-12-28,1068.02
fodder,2025-12-29,1065.27
fodder,2025-12-30,1072.2
fodder,2025-12-31,1075.83
fodder,2026-01-01,1073.27
fodder,2026-01-02,1070.3
fodder,2026-01-03,1069.45
fodder,2026-01-04,1068.16
fodder,2026-01-05,1073.67
fodder,2026-01-06,1078.04
fodder,2026-01-07,1078.32
fodder,2026-01-08,1081.37
fodder,2026-01-09,1085.07
fodder,2026-01-10,1085.45
fodder,2026-01-11,1087.33
fodder,2026-01-12,1090.05
fodder,2026-01-13,1092.31
fodder,2026-01-14,1089.04
fodder,2026-01-15,1086.23
fodder,2026-01-16,1085.1
fodder,2026-01-17,1082.17
fodder,2026-01-18,1075.94
fodder,2026-01-19,1078.98
fodder,2026-01-20,1080.61
fodder,2026-01-21,1074.96
fodder,2026-01-22,1074.06
fodder,2026-01-23,1073.4
fodder,2026-01-24,1074.31
fodder,2026-01-25,1069.8
fodder,2026-01-26,1064.14
fodder,2026-01-27,1066.49
fodder,2026-01-28,1060.09
fodder,2026-01-29,1059.23
fodder,2026-01-30,1057.98
fodder,2026-01-31,1057.58
fodder,2026-02-01,1058.78
fodder,2026-02-02,1065.7
fodder,2026-02-03,1059.03
fodder,2026-02-04,1062.88
fodder,2026-02-05,1052.38
fodder,2026-02-06,1058.39
fodder,2026-02-07,1049.9
fodder,2026-02-08,1060.31
fodder,2026-02-09,1058.78
fodder,2026-02-10,1064.39
fodder,2026-02-11,1069.14
fodder,2026-02-12,1067.41
fodder,2026-02-13,1066.0
fodder,2026-02-14,1062.56
fodder,2026-02-15,1066.04
fodder,2026-02-16,1064.37
fodder,2026-02-17,1061.01
fodder,2026-02-18,1063.42
fodder,2026-02-19,1059.74
fodder,2026-02-20,1058.48
fodder,2026-02-21,1059.06
fodder,2026-02-22,1056.46
fodder,2026-02-23,1054.52
fodder,2026-02-24,1061.14
fodder,2026-02-25,1060.4
fodder,2026-02-26,1059.0
fodder,2026-02-27,1058.39
fodder,2026-02-28,1060.44
fodder,2026-03-01,1056.19
fodder,2026-03-02,1058.12
fodder,2026-03-03,1059.33
fodder,2026-03-04,1051.91
fodder,2026-03-05,1059.61
fodder,2026-03-06,1065.95
fodder,2026-03-07,1062.67
fodder,2026-03-08,1058.04
fodder,2026-03-09,1059.13
fodder,2026-03-10,1053.23
fodder,2026-03-11,1059.12
fodder,2026-03-12,1057.27
fodder,2026-03-13,1064.27
fodder,2026-03-14,1060.9
fodder,2026-03-15,1060.55
fodder,2026-03-16,1066.07
fodder,2026-03-17,1064.82
fodder,2026-03-18,1066.1
fodder,2026-03-19,1070.9
fodder,2026-03-20,1068.65
fodder,2026-03-21,1063.4
fodder,2026-03-22,1057.34
fodder,2026-03-23,1059.94
fodder,2026-03-24,1061.71
fodder,2026-03-25,1066.36
fodder,2026-03-26,1065.32
fodder,2026-03-27,1059.37
fodder,2026-03-28,1049.57
fodder,2026-03-29,1061.81
fodder,2026-03-30,1064.18
fodder,2026-03-31,1064.89
fodder,2026-04-01,1066.2
fodder,2026-04-02,1060.24
fodder,2026-04-03,1057.0
fodder,2026-04-04,1064.53
fodder,2026-04-05,1067.46
fodder,2026-04-06,1064.33
fodder,2026-04-07,1059.25
fodder,2026-04-08,1057.2
fodder,2026-04-09,1055.99
fodder,2026-04-10,1064.81
fodder,2026-04-11,1064.13
fodder,2026-04-12,1059.21
fodder,2026-04-13,1059.09
fodder,2026-04-14,1060.34
fodder,2026-04-15,1055.05
fodder,2026-04-16,1056.87
fodder,2026-04-17,1062.12
fodder,2026-04-18,1062.84
fodder,2026-04-19,1059.58
fodder,2026-04-20,1057.47
fodder,2026-04-21,1050.6
fodder,2026-04-22,1050.17
fodder,2026-04-23,1051.6
fodder,2026-04-24,1047.96
fodder,2026-04-25,1056.25
fodder,2026-04-26,1059.73
fodder,2026-04-27,1052.28
fodder,2026-04-28,1044.98
fodder,2026-04-29,1041.0
fodder,2026-04-30,1047.69
fodder,2026-05-01,1051.56
fodder,2026-05-02,1058.54
fodder,2026-05-03,1058.71
fodder,2026-05-04,1057.95
fodder,2026-05-05,1052.81
fodder,2026-05-06,1054.41
fodder,2026-05-07,1053.71
fodder,2026-05-08,1052.85
fodder,2026-05-09,1059.81
fodder,2026-05-10,1059.4
fodder,2026-05-11,1065.18
fodder,2026-05-12,1058.57
fodder,2026-05-13,1070.14
fodder,2026-05-14,1068.67
fodder,2026-05-15,1071.83
fodder,2026-05-16,1075.68
fodder,2026-05-17,1073.67
fodder,2026-05-18,1077.32
fodder,2026-05-19,1081.21
fodder,2026-05-20,1078.26
fodder,2026-05-21,1075.37
fodder,2026-05-22,1075.69
fodder,2026-05-23,1075.32
fodder,2026-05-24,1081.46
fodder,2026-05-25,1084.64
fodder,2026-05-26,1084.46
fodder,2026-05-27,1087.22
fodder,2026-05-28,1078.49
fodder,2026-05-29,1075.97
fodder,2026-05-30,1077.33
fodder,2026-05-31,1082.28
fodder,2026-06-01,1083.28
fodder,2026-06-02,1092.72
fodder,2026-06-03,1099.63
fodder,2026-06-04,1100.59
fodder,2026-06-05,1103.09
fodder,2026-06-06,1108.0
fodder,2026-06-07,1109.13
fodder,2026-06-08,1119.07
fodder,2026-06-09,1117.23
fodder,2026-06-10,1121.77
fodder,2026-06-11,1128.2
fodder,2026-06-12,1129.91
fodder,2026-06-13,1130.6
fodder,2026-06-14,1133.38
fodder,2026-06-15,1140.2
fodder,2026-06-16,1141.05
fodder,2026-06-17,1139.29
fodder,2026-06-18,1147.68
fodder,2026-06-19,1152.65
fodder,2026-06-20,1160.45
fodder,2026-06-21,1167.14
fodder,2026-06-22,1180.55
fodder,2026-06-23,1189.02
fodder,2026-06-24,1188.78
fodder,2026-06-25,1194.22
fodder,2026-06-26,1194.75
fodder,2026-06-27,1195.77
fodder,2026-06-28,1192.2
fodder,2026-06-29,1194.01
fodder,2026-06-30,1199.79
fodder,2026-07-01,1202.65
fodder,2026-07-02,1200.54
fodder,2026-07-03,1196.39
fodder,2026-07-04,1209.71
fodder,2026-07-05,1214.46
fodder,2026-07-06,1213.63
fodder,2026-07-07,1219.05
fodder,2026-07-08,1232.97
fodder,2026-07-09,1239.25
fodder,2026-07-10,1228.68
fodder,2026-07-11,1245.0
fodder,2026-07-12,1239.01
fodder,2026-07-13,1241.18
fodder,2026-07-14,1238.73
fodder,2026-07-15,1238.24
milk,2024-01-01,38.0
milk,2024-01-02,37.9
milk,2024-01-03,37.9
milk,2024-01-04,38.0
milk,2024-01-05,37.9
milk,2024-01-06,37.8
milk,2024-01-07,37.8
milk,2024-01-08,37.8
milk,2024-01-09,37.7
milk,2024-01-10,37.6
milk,2024-01-11,37.7
milk,2024-01-12,37.7
milk,2024-01-13,37.7
milk,2024-01-14,37.6
milk,2024-01-15,37.6
milk,2024-01-16,37.5
milk,2024-01-17,37.6
milk,2024-01-18,37.7
milk,2024-01-19,37.7
milk,2024-01-20,37.6
milk,2024-01-21,37.6
milk,2024-01-22,37.6
milk,2024-01-23,37.6
milk,2024-01-24,37.6
milk,2024-01-25,37.7
milk,2024-01-26,37.7
milk,2024-01-27,37.7
milk,2024-01-28,37.9
milk,2024-01-29,38.0
milk,2024-01-30,38.0
milk,2024-01-31,38.0
milk,2024-02-01,38.0
milk,2024-02-02,38.0
milk,2024-02-03,38.1
milk,2024-02-04,38.0
milk,2024-02-05,38.0
milk,2024-02-06,37.9
milk,2024-02-07,38.0
milk,2024-02-08,38.1
milk,2024-02-09,38.1
milk,2024-02-10,38.1
milk,2024-02-11,38.0
milk,2024-02-12,37.9
milk,2024-02-13,37.8
milk,2024-02-14,37.7
milk,2024-02-15,37.7
milk,2024-02-16,37.7
milk,2024-02-17,37.8
milk,2024-02-18,37.8
milk,2024-02-19,37.9
milk,2024-02-20,37.8
milk,2024-02-21,37.8
milk,2024-02-22,37.8
milk,2024-02-23,37.9
milk,2024-02-24,37.9
milk,2024-02-25,37.9
milk,2024-02-26,37.8
milk,2024-02-27,37.7
milk,2024-02-28,37.8
milk,2024-02-29,37.7
milk,2024-03-01,37.8
milk,2024-03-02,37.8
milk,2024-03-03,37.8
milk,2024-03-04,37.7
milk,2024-03-05,37.8
milk,2024-03-06,38.0
milk,2024-03-07,38.0
milk,2024-03-08,38.0
milk,2024-03-09,37.9
milk,2024-03-10,37.9
milk,2024-03-11,37.9
milk,2024-03-12,37.9
milk,2024-03-13,38.0
milk,2024-03-14,38.0
milk,2024-03-15,37.9
milk,2024-03-16,37.8
milk,2024-03-17,37.9
milk,2024-03-18,37.8
milk,2024-03-19,37.8
milk,2024-03-20,37.7
milk,2024-03-21,37.8
milk,2024-03-22,37.7
milk,2024-03-23,37.7
milk,2024-03-24,37.7
milk,2024-03-25,37.8
milk,2024-03-26,37.8
milk,2024-03-27,38.0
milk,2024-03-28,38.0
milk,2024-03-29,38.1
