enterprise_id,date,kind,amount,category,channel
17,2025-06-16,income,491,sales,cash
17,2025-06-16,expense,2308,inputs,cash
17,2025-06-17,income,447,sales,upi
17,2025-06-17,expense,2576,inputs,cash
17,2025-06-18,income,428,sales,cash
17,2025-06-18,expense,2549,inputs,cash
17,2025-06-19,income,492,sales,cash
17,2025-06-19,expense,2377,inputs,cash
17,2025-06-20,income,366,sales,upi
17,2025-06-20,expense,2436,inputs,cash
17,2025-06-21,income,413,sales,cash
17,2025-06-21,expense,2408,inputs,cash
17,2025-06-22,income,387,sales,upi
17,2025-06-22,expense,2330,inputs,cash
17,2025-06-23,income,541,sales,upi
17,2025-06-23,expense,2818,inputs,cash
17,2025-06-24,income,575,sales,upi
17,2025-06-24,expense,2653,inputs,cash
17,2025-06-25,income,532,sales,upi
17,2025-06-25,expense,2822,inputs,cash
17,2025-06-26,income,435,sales,cash
17,2025-06-26,expense,2698,inputs,cash
17,2025-06-27,income,354,sales,cash
17,2025-06-27,expense,2743,inputs,cash
17,2025-06-28,income,459,sales,upi
17,2025-06-28,expense,2246,inputs,cash
17,2025-06-29,income,417,sales,cash
17,2025-06-29,expense,2415,inputs,cash
17,2025-06-30,income,453,sales,cash
17,2025-06-30,expense,2745,inputs,cash
17,2025-07-01,income,488,sales,upi
17,2025-07-01,expense,2681,inputs,cash
17,2025-07-02,income,564,sales,upi
17,2025-07-02,expense,2679,inputs,cash
17,2025-07-03,income,477,sales,cash
17,2025-07-03,expense,2364,inputs,cash
17,2025-07-04,income,492,sales,upi
17,2025-07-04,expense,2633,inputs,cash
17,2025-07-05,income,557,sales,upi
17,2025-07-05,expense,2319,inputs,cash
17,2025-07-05,loan_repayment,4800,emi,bank
17,2025-07-06,income,491,sales,upi
17,2025-07-06,expense,2498,inputs,cash
17,2025-07-07,income,433,sales,upi
17,2025-07-07,expense,2624,inputs,cash
17,2025-07-08,income,398,sales,upi
17,2025-07-08,expense,2366,inputs,cash
17,2025-07-09,income,495,sales,cash
17,2025-07-09,expense,2547,inputs,cash
17,2025-07-10,income,512,sales,upi
17,2025-07-10,expense,2462,inputs,cash
17,2025-07-11,income,485,sales,cash
17,2025-07-11,expense,2467,inputs,cash
17,2025-07-12,income,487,sales,cash
17,2025-07-12,expense,2439,inputs,cash
17,2025-07-13,income,572,sales,upi
17,2025-07-13,expense,2321,inputs,cash
17,2025-07-14,income,476,sales,upi
17,2025-07-14,expense,2349,inputs,cash
17,2025-07-15,income,452,sales,upi
17,2025-07-15,expense,2545,inputs,cash
17,2025-07-16,income,539,sales,upi
17,2025-07-16,expense,2279,inputs,cash
17,2025-07-17,income,466,sales,upi
17,2025-07-17,expense,2409,inputs,cash
17,2025-07-18,income,449,sales,upi
17,2025-07-18,expense,2553,inputs,cash
17,2025-07-19,income,509,sales,cash
17,2025-07-19,expense,2519,inputs,cash
17,2025-07-20,income,415,sales,cash
17,2025-07-20,expense,2382,inputs,cash
17,2025-07-21,income,362,sales,upi
17,2025-07-21,expense,2590,inputs,cash
17,2025-07-22,income,518,sales,cash
17,2025-07-22,expense,2601,inputs,cash
17,2025-07-23,income,587,sales,cash
17,2025-07-23,expense,2624,inputs,cash
17,2025-07-24,income,593,sales,cash
17,2025-07-24,expense,2465,inputs,cash
17,2025-07-25,income,430,sales,upi
17,2025-07-25,expense,2692,inputs,cash
17,2025-07-26,income,114064,sales,upi
17,2025-07-26,expense,2394,inputs,cash
17,2025-07-27,income,358,sales,cash
17,2025-07-27,expense,2243,inputs,cash
17,2025-07-28,income,452,sales,upi
17,2025-07-28,expense,2271,inputs,cash
17,2025-07-29,income,646,sales,upi
17,2025-07-29,expense,2476,inputs,cash
17,2025-07-30,income,432,sales,cash
17,2025-07-30,expense,2286,inputs,cash
17,2025-07-31,income,589,sales,cash
17,2025-07-31,expense,2644,inputs,cash
17,2025-08-01,income,381,sales,upi
17,2025-08-01,expense,2620,inputs,cash
17,2025-08-02,income,478,sales,upi
17,2025-08-02,expense,2693,inputs,cash
17,2025-08-03,income,477,sales,upi
17,2025-08-03,expense,2538,inputs,cash
17,2025-08-04,income,530,sales,cash
17,2025-08-04,expense,2172,inputs,cash
17,2025-08-05,income,437,sales,cash
17,2025-08-05,expense,2446,inputs,cash
17,2025-08-05,loan_repayment,4800,emi,bank
17,2025-08-06,income,352,sales,upi
17,2025-08-06,expense,2453,inputs,cash
17,2025-08-07,income,560,sales,upi
17,2025-08-07,expense,2543,inputs,cash
17,2025-08-08,income,413,sales,cash
17,2025-08-08,expense,2447,inputs,cash
17,2025-08-09,income,404,sales,upi
17,2025-08-09,expense,2650,inputs,cash
17,2025-08-10,income,428,sales,upi
17,2025-08-10,expense,2426,inputs,cash
17,2025-08-11,income,394,sales,upi
17,2025-08-11,expense,2499,inputs,cash
17,2025-08-12,income,407,sales,upi
17,2025-08-12,expense,2499,inputs,cash
17,2025-08-13,income,456,sales,upi
17,2025-08-13,expense,2468,inputs,cash
17,2025-08-14,income,509,sales,cash
17,2025-08-14,expense,2467,inputs,cash
17,2025-08-15,income,444,sales,upi
17,2025-08-15,expense,2424,inputs,cash
17,2025-08-16,income,384,sales,upi
17,2025-08-16,expense,2475,inputs,cash
17,2025-08-17,income,374,sales,cash
17,2025-08-17,expense,2369,inputs,cash
17,2025-08-18,income,532,sales,cash
17,2025-08-18,expense,2358,inputs,cash
17,2025-08-19,income,412,sales,upi
17,2025-08-19,expense,2336,inputs,cash
17,2025-08-20,income,500,sales,cash
17,2025-08-20,expense,2446,inputs,cash
17,2025-08-21,income,448,sales,upi
17,2025-08-21,expense,2352,inputs,cash
17,2025-08-22,income,506,sales,upi
17,2025-08-22,expense,2181,inputs,cash
17,2025-08-23,income,520,sales,cash
17,2025-08-23,expense,2711,inputs,cash
17,2025-08-24,income,507,sales,cash
17,2025-08-24,expense,2381,inputs,cash
17,2025-08-25,income,445,sales,cash
17,2025-08-25,expense,2352,inputs,cash
17,2025-08-26,income,474,sales,cash
17,2025-08-26,expense,2357,inputs,cash
17,2025-08-27,income,451,sales,upi
17,2025-08-27,expense,2354,inputs,cash
17,2025-08-28,income,543,sales,upi
17,2025-08-28,expense,2363,inputs,cash
17,2025-08-29,income,514,sales,upi
17,2025-08-29,expense,2371,inputs,cash
17,2025-08-30,income,384,sales,cash
17,2025-08-30,expense,2586,inputs,cash
17,2025-08-31,income,549,sales,upi
17,2025-08-31,expense,2389,inputs,cash
17,2025-09-01,income,546,sales,upi
17,2025-09-01,expense,2612,inputs,cash
17,2025-09-02,income,368,sales,upi
17,2025-09-02,expense,2601,inputs,cash
17,2025-09-03,income,462,sales,upi
17,2025-09-03,expense,2086,inputs,cash
17,2025-09-04,income,591,sales,upi
17,2025-09-04,expense,2513,inputs,cash
17,2025-09-05,income,527,sales,upi
17,2025-09-05,expense,2269,inputs,cash
17,2025-09-05,loan_repayment,4800,emi,bank
17,2025-09-06,income,112724,sales,upi
17,2025-09-06,expense,2616,inputs,cash
17,2025-09-07,income,559,sales,cash
17,2025-09-07,expense,2339,inputs,cash
17,2025-09-08,income,542,sales,cash
17,2025-09-08,expense,2345,inputs,cash
17,2025-09-09,income,561,sales,upi
17,2025-09-09,expense,2402,inputs,cash
17,2025-09-10,income,498,sales,upi
17,2025-09-10,expense,2522,inputs,cash
17,2025-09-11,income,594,sales,cash
17,2025-09-11,expense,2208,inputs,cash
17,2025-09-12,income,538,sales,cash
17,2025-09-12,expense,2474,inputs,cash
17,2025-09-13,income,552,sales,cash
17,2025-09-13,expense,2637,inputs,cash
17,2025-09-14,income,631,sales,upi
17,2025-09-14,expense,2477,inputs,cash
17,2025-09-15,income,596,sales,upi
17,2025-09-15,expense,2435,inputs,cash
17,2025-09-16,income,572,sales,cash
17,2025-09-16,expense,2269,inputs,cash
17,2025-09-17,income,486,sales,cash
17,2025-09-17,expense,2449,inputs,cash
17,2025-09-18,income,503,sales,cash
17,2025-09-18,expense,2524,inputs,cash
17,2025-09-19,income,537,sales,upi
17,2025-09-19,expense,2449,inputs,cash
17,2025-09-20,income,413,sales,cash
17,2025-09-20,expense,2449,inputs,cash
17,2025-09-21,income,584,sales,cash
17,2025-09-21,expense,2538,inputs,cash
17,2025-09-22,income,511,sales,upi
17,2025-09-22,expense,2471,inputs,cash
17,2025-09-23,income,558,sales,upi
17,2025-09-23,expense,2321,inputs,cash
17,2025-09-24,income,495,sales,upi
17,2025-09-24,expense,2485,inputs,cash
17,2025-09-25,income,641,sales,upi
17,2025-09-25,expense,2287,inputs,cash
17,2025-09-26,income,444,sales,cash
17,2025-09-26,expense,2470,inputs,cash
17,2025-09-27,income,356,sales,cash
17,2025-09-27,expense,2314,inputs,cash
17,2025-09-28,income,601,sales,upi
17,2025-09-28,expense,2845,inputs,cash
17,2025-09-29,income,424,sales,cash
17,2025-09-29,expense,2666,inputs,cash
17,2025-09-30,income,461,sales,upi
17,2025-09-30,expense,2581,inputs,cash
17,2025-10-01,income,411,sales,upi
17,2025-10-01,expense,2499,inputs,cash
17,2025-10-02,income,635,sales,upi
17,2025-10-02,expense,2451,inputs,cash
17,2025-10-03,income,618,sales,cash
17,2025-10-03,expense,2180,inputs,cash
17,2025-10-04,income,630,sales,upi
17,2025-10-04,expense,2519,inputs,cash
17,2025-10-05,income,656,sales,cash
17,2025-10-05,expense,2291,inputs,cash
17,2025-10-05,loan_repayment,4800,emi,bank
17,2025-10-06,income,625,sales,cash
17,2025-10-06,expense,2362,inputs,cash
17,2025-10-07,income,538,sales,cash
17,2025-10-07,expense,2274,inputs,cash
17,2025-10-08,income,577,sales,cash
17,2025-10-08,expense,2088,inputs,cash
17,2025-10-09,income,624,sales,upi
17,2025-10-09,expense,2305,inputs,cash
17,2025-10-10,income,593,sales,cash
17,2025-10-10,expense,2471,inputs,cash
17,2025-10-11,income,515,sales,upi
17,2025-10-11,expense,2007,inputs,cash
17,2025-10-12,income,573,sales,cash
17,2025-10-12,expense,2453,inputs,cash
17,2025-10-13,income,582,sales,cash
17,2025-10-13,expense,2762,inputs,cash
17,2025-10-14,income,634,sales,upi
17,2025-10-14,expense,2358,inputs,cash
17,2025-10-15,income,588,sales,upi
17,2025-10-15,expense,2569,inputs,cash
17,2025-10-16,income,587,sales,cash
17,2025-10-16,expense,2305,inputs,cash
17,2025-10-17,income,507,sales,upi
17,2025-10-17,expense,2898,inputs,cash
17,2025-10-18,income,131789,sales,upi
17,2025-10-18,expense,2506,inputs,cash
17,2025-10-19,income,544,sales,upi
17,2025-10-19,expense,2434,inputs,cash
17,2025-10-20,income,620,sales,cash
17,2025-10-20,expense,2300,inputs,cash
17,2025-10-21,income,569,sales,cash
17,2025-10-21,expense,2417,inputs,cash
17,2025-10-22,income,519,sales,cash
17,2025-10-22,expense,2428,inputs,cash
17,2025-10-23,income,561,sales,upi
17,2025-10-23,expense,2398,inputs,cash
17,2025-10-24,income,541,sales,upi
17,2025-10-24,expense,2207,inputs,cash
17,2025-10-25,income,556,sales,upi
17,2025-10-25,expense,2316,inputs,cash
17,2025-10-26,income,580,sales,upi
17,2025-10-26,expense,2595,inputs,cash
17,2025-10-27,income,594,sales,cash
17,2025-10-27,expense,2309,inputs,cash
17,2025-10-28,income,478,sales,cash
17,2025-10-28,expense,2733,inputs,cash
17,2025-10-29,income,686,sales,upi
17,2025-10-29,expense,2715,inputs,cash
17,2025-10-30,income,544,sales,upi
17,2025-10-30,expense,2245,inputs,cash
17,2025-10-31,income,693,sales,upi
17,2025-10-31,expense,2256,inputs,cash
17,2025-11-01,income,331,sales,cash
17,2025-11-01,expense,2060,inputs,cash
17,2025-11-02,income,265,sales,cash
17,2025-11-02,expense,2842,inputs,cash
17,2025-11-03,income,276,sales,upi
17,2025-11-03,expense,2391,inputs,cash
17,2025-11-04,income,325,sales,upi
17,2025-11-04,expense,2364,inputs,cash
17,2025-11-05,income,275,sales,upi
17,2025-11-05,expense,2393,inputs,cash
17,2025-11-05,loan_repayment,4800,emi,bank
17,2025-11-06,income,359,sales,cash
17,2025-11-06,expense,2481,inputs,cash
17,2025-11-07,income,338,sales,cash
17,2025-11-07,expense,2122,inputs,cash
17,2025-11-08,income,406,sales,upi
17,2025-11-08,expense,2529,inputs,cash
17,2025-11-09,income,337,sales,cash
17,2025-11-09,expense,2654,inputs,cash
17,2025-11-10,income,275,sales,cash
17,2025-11-10,expense,2479,inputs,cash
17,2025-11-11,income,344,sales,cash
17,2025-11-11,expense,2470,inputs,cash
17,2025-11-12,income,318,sales,cash
17,2025-11-12,expense,2273,inputs,cash
17,2025-11-13,income,317,sales,cash
17,2025-11-13,expense,2657,inputs,cash
17,2025-11-14,income,336,sales,cash
17,2025-11-14,expense,2511,inputs,cash
17,2025-11-15,income,281,sales,upi
17,2025-11-15,expense,2291,inputs,cash
17,2025-11-16,income,336,sales,cash
17,2025-11-16,expense,2500,inputs,cash
17,2025-11-17,income,344,sales,cash
17,2025-11-17,expense,2624,inputs,cash
17,2025-11-18,income,332,sales,cash
17,2025-11-18,expense,2214,inputs,cash
17,2025-11-19,income,243,sales,upi
17,2025-11-19,expense,2658,inputs,cash
17,2025-11-20,income,329,sales,cash
17,2025-11-20,expense,2450,inputs,cash
17,2025-11-21,income,265,sales,upi
17,2025-11-21,expense,2510,inputs,cash
17,2025-11-22,income,270,sales,upi
17,2025-11-22,expense,2297,inputs,cash
17,2025-11-23,income,279,sales,upi
17,2025-11-23,expense,2105,inputs,cash
17,2025-11-24,income,316,sales,upi
17,2025-11-24,expense,2512,inputs,cash
17,2025-11-25,income,313,sales,cash
17,2025-11-25,expense,2256,inputs,cash
17,2025-11-26,income,390,sales,upi
17,2025-11-26,expense,2181,inputs,cash
17,2025-11-27,income,363,sales,upi
17,2025-11-27,expense,2275,inputs,cash
17,2025-11-28,income,379,sales,upi
17,2025-11-28,expense,2594,inputs,cash
17,2025-11-29,income,95533,sales,upi
17,2025-11-29,expense,2645,inputs,cash
17,2025-11-30,income,278,sales,cash
17,2025-11-30,expense,2703,inputs,cash
17,2025-12-01,income,288,sales,cash
17,2025-12-01,expense,2667,inputs,cash
17,2025-12-02,income,209,sales,upi
17,2025-12-02,expense,2335,inputs,cash
17,2025-12-03,income,325,sales,cash
17,2025-12-03,expense,2291,inputs,cash
17,2025-12-04,income,388,sales,cash
17,2025-12-04,expense,2608,inputs,cash
17,2025-12-05,income,331,sales,upi
17,2025-12-05,expense,2570,inputs,cash
17,2025-12-05,loan_repayment,4800,emi,bank
17,2025-12-06,income,278,sales,upi
17,2025-12-06,expense,2638,inputs,cash
17,2025-12-07,income,295,sales,cash
17,2025-12-07,expense,2611,inputs,cash
17,2025-12-08,income,349,sales,upi
17,2025-12-08,expense,2496,inputs,cash
17,2025-12-09,income,309,sales,upi
17,2025-12-09,expense,2672,inputs,cash
17,2025-12-10,income,370,sales,upi
17,2025-12-10,expense,2524,inputs,cash
17,2025-12-11,income,365,sales,upi
17,2025-12-11,expense,2720,inputs,cash
17,2025-12-12,income,319,sales,upi
17,2025-12-12,expense,2363,inputs,cash
17,2025-12-13,income,280,sales,upi
17,2025-12-13,expense,2208,inputs,cash
17,2025-12-14,income,351,sales,upi
17,2025-12-14,expense,2445,inputs,cash
17,2025-12-15,income,302,sales,upi
17,2025-12-15,expense,2451,inputs,cash
17,2025-12-16,income,354,sales,upi
17,2025-12-16,expense,2400,inputs,cash
17,2025-12-17,income,355,sales,cash
17,2025-12-17,expense,2267,inputs,cash
17,2025-12-18,income,309,sales,cash
17,2025-12-18,expense,2445,inputs,cash
17,2025-12-19,income,398,sales,cash
17,2025-12-19,expense,2311,inputs,cash
17,2025-12-20,income,320,sales,upi
17,2025-12-20,expense,2332,inputs,cash
17,2025-12-21,income,375,sales,upi
17,2025-12-21,expense,2355,inputs,cash
17,2025-12-22,income,370,sales,upi
17,2025-12-22,expense,2177,inputs,cash
17,2025-12-23,income,327,sales,cash
17,2025-12-23,expense,2461,inputs,cash
17,2025-12-24,income,286,sales,upi
17,2025-12-24,expense,2576,inputs,cash
17,2025-12-25,income,341,sales,upi
17,2025-12-25,expense,2311,inputs,cash
17,2025-12-26,income,379,sales,cash
17,2025-12-26,expense,2730,inputs,cash
17,2025-12-27,income,333,sales,cash
17,2025-12-27,expense,2367,inputs,cash
17,2025-12-28,income,324,sales,upi
17,2025-12-28,expense,2515,inputs,cash
17,2025-12-29,income,359,sales,cash
17,2025-12-29,expense,2395,inputs,cash
17,2025-12-30,income,352,sales,upi
17,2025-12-30,expense,2295,inputs,cash
17,2025-12-31,income,303,sales,upi
17,2025-12-31,expense,2448,inputs,cash
17,2026-01-01,income,504,sales,cash
17,2026-01-01,expense,2411,inputs,cash
17,2026-01-02,income,661,sales,cash
17,2026-01-02,expense,2518,inputs,cash
17,2026-01-03,income,559,sales,upi
17,2026-01-03,expense,2577,inputs,cash
17,2026-01-04,income,584,sales,cash
17,2026-01-04,expense,2871,inputs,cash
17,2026-01-05,income,720,sales,cash
17,2026-01-05,expense,2582,inputs,cash
17,2026-01-05,loan_repayment,4800,emi,bank
17,2026-01-06,income,854,sales,upi
17,2026-01-06,expense,2539,inputs,cash
17,2026-01-07,income,804,sales,upi
17,2026-01-07,expense,2478,inputs,cash
17,2026-01-08,income,633,sales,upi
17,2026-01-08,expense,2268,inputs,cash
17,2026-01-09,income,755,sales,upi
17,2026-01-09,expense,2563,inputs,cash
17,2026-01-10,income,97485,sales,cash
17,2026-01-10,expense,2395,inputs,cash
17,2026-01-11,income,617,sales,upi
17,2026-01-11,expense,2507,inputs,cash
17,2026-01-12,income,599,sales,upi
17,2026-01-12,expense,2420,inputs,cash
17,2026-01-13,income,595,sales,upi
17,2026-01-13,expense,2022,inputs,cash
17,2026-01-14,income,668,sales,cash
17,2026-01-14,expense,2459,inputs,cash
17,2026-01-15,income,682,sales,upi
17,2026-01-15,expense,2454,inputs,cash
17,2026-01-16,income,628,sales,upi
17,2026-01-16,expense,2630,inputs,cash
17,2026-01-17,income,670,sales,upi
17,2026-01-17,expense,2652,inputs,cash
17,2026-01-18,income,578,sales,cash
17,2026-01-18,expense,2562,inputs,cash
17,2026-01-19,income,414,sales,upi
17,2026-01-19,expense,2404,inputs,cash
17,2026-01-20,income,671,sales,upi
17,2026-01-20,expense,2555,inputs,cash
17,2026-01-21,income,687,sales,cash
17,2026-01-21,expense,2402,inputs,cash
17,2026-01-22,income,721,sales,upi
17,2026-01-22,expense,2483,inputs,cash
17,2026-01-23,income,534,sales,cash
17,2026-01-23,expense,2659,inputs,cash
17,2026-01-24,income,528,sales,upi
17,2026-01-24,expense,2509,inputs,cash
17,2026-01-25,income,475,sales,cash
17,2026-01-25,expense,2816,inputs,cash
17,2026-01-26,income,684,sales,cash
17,2026-01-26,expense,2640,inputs,cash
17,2026-01-27,income,595,sales,upi
17,2026-01-27,expense,2323,inputs,cash
17,2026-01-28,income,602,sales,upi
17,2026-01-28,expense,2422,inputs,cash
17,2026-01-29,income,711,sales,upi
17,2026-01-29,expense,2417,inputs,cash
17,2026-01-30,income,794,sales,upi
17,2026-01-30,expense,2425,inputs,cash
17,2026-01-31,income,623,sales,upi
17,2026-01-31,expense,2514,inputs,cash
17,2026-02-01,income,738,sales,upi
17,2026-02-01,expense,2274,inputs,cash
17,2026-02-02,income,709,sales,cash
17,2026-02-02,expense,2394,inputs,cash
17,2026-02-03,income,803,sales,cash
17,2026-02-03,expense,2371,inputs,cash
17,2026-02-04,income,704,sales,cash
17,2026-02-04,expense,2428,inputs,cash
17,2026-02-05,income,618,sales,cash
17,2026-02-05,expense,2725,inputs,cash
17,2026-02-05,loan_repayment,4800,emi,bank
17,2026-02-06,income,620,sales,cash
17,2026-02-06,expense,2366,inputs,cash
17,2026-02-07,income,809,sales,upi
17,2026-02-07,expense,2248,inputs,cash
17,2026-02-08,income,851,sales,cash
17,2026-02-08,expense,2628,inputs,cash
17,2026-02-09,income,601,sales,upi
17,2026-02-09,expense,2493,inputs,cash
17,2026-02-10,income,527,sales,cash
17,2026-02-10,expense,2716,inputs,cash
17,2026-02-11,income,729,sales,upi
17,2026-02-11,expense,2305,inputs,cash
17,2026-02-12,income,581,sales,upi
17,2026-02-12,expense,2458,inputs,cash
17,2026-02-13,income,580,sales,cash
17,2026-02-13,expense,2501,inputs,cash
17,2026-02-14,income,624,sales,upi
17,2026-02-14,expense,2574,inputs,cash
17,2026-02-15,income,651,sales,upi
17,2026-02-15,expense,2672,inputs,cash
17,2026-02-16,income,557,sales,cash
17,2026-02-16,expense,2368,inputs,cash
17,2026-02-17,income,770,sales,cash
17,2026-02-17,expense,2428,inputs,cash
17,2026-02-18,income,664,sales,cash
17,2026-02-18,expense,2257,inputs,cash
17,2026-02-19,income,734,sales,cash
17,2026-02-19,expense,2411,inputs,cash
17,2026-02-20,income,634,sales,cash
17,2026-02-20,expense,3100,inputs,cash
17,2026-02-21,income,155339,sales,cash
17,2026-02-21,expense,2393,inputs,cash
17,2026-02-22,income,688,sales,cash
17,2026-02-22,expense,2405,inputs,cash
17,2026-02-23,income,757,sales,cash
17,2026-02-23,expense,2696,inputs,cash
17,2026-02-23,savings_deposit,1694,group_savings,cash
17,2026-02-24,income,613,sales,upi
17,2026-02-24,expense,2632,inputs,cash
17,2026-02-25,income,807,sales,cash
17,2026-02-25,expense,2374,inputs,cash
17,2026-02-26,income,714,sales,cash
17,2026-02-26,expense,2546,inputs,cash
17,2026-02-27,income,647,sales,cash
17,2026-02-27,expense,2754,inputs,cash
17,2026-02-28,income,719,sales,cash
17,2026-02-28,expense,2808,inputs,cash
17,2026-03-01,income,770,sales,upi
17,2026-03-01,expense,2612,inputs,cash
17,2026-03-02,income,744,sales,upi
17,2026-03-02,expense,2313,inputs,cash
17,2026-03-02,savings_deposit,2457,group_savings,cash
17,2026-03-03,income,764,sales,cash
17,2026-03-03,expense,2453,inputs,cash
17,2026-03-04,income,693,sales,upi
17,2026-03-04,expense,2409,inputs,cash
17,2026-03-05,income,610,sales,cash
17,2026-03-05,expense,2724,inputs,cash
17,2026-03-05,loan_repayment,4800,emi,bank
17,2026-03-06,income,669,sales,cash
17,2026-03-06,expense,2287,inputs,cash
17,2026-03-07,income,684,sales,upi
17,2026-03-07,expense,2254,inputs,cash
17,2026-03-08,income,772,sales,upi
17,2026-03-08,expense,2239,inputs,cash
17,2026-03-09,income,603,sales,upi
17,2026-03-09,expense,2200,inputs,cash
17,2026-03-09,savings_deposit,2921,group_savings,cash
17,2026-03-10,income,782,sales,cash
17,2026-03-10,expense,2440,inputs,cash
17,2026-03-11,income,764,sales,upi
17,2026-03-11,expense,2321,inputs,cash
17,2026-03-12,income,792,sales,upi
17,2026-03-12,expense,2154,inputs,cash
17,2026-03-13,income,733,sales,cash
17,2026-03-13,expense,2299,inputs,cash
17,2026-03-14,income,665,sales,cash
17,2026-03-14,expense,2473,inputs,cash
17,2026-03-15,income,619,sales,cash
17,2026-03-15,expense,2529,inputs,cash
17,2026-03-16,income,787,sales,cash
17,2026-03-16,expense,2305,inputs,cash
17,2026-03-17,income,706,sales,cash
17,2026-03-17,expense,2226,inputs,cash
17,2026-03-18,income,531,sales,cash
17,2026-03-18,expense,2635,inputs,cash
17,2026-03-19,income,764,sales,upi
17,2026-03-19,expense,2330,inputs,cash
17,2026-03-20,income,661,sales,cash
17,2026-03-20,expense,2749,inputs,cash
17,2026-03-21,income,699,sales,cash
17,2026-03-21,expense,2451,inputs,cash
17,2026-03-22,income,833,sales,upi
17,2026-03-22,expense,2089,inputs,cash
17,2026-03-23,income,657,sales,cash
17,2026-03-23,expense,2280,inputs,cash
17,2026-03-24,income,501,sales,upi
17,2026-03-24,expense,2386,inputs,cash
17,2026-03-25,income,686,sales,cash
17,2026-03-25,expense,2497,inputs,cash
17,2026-03-26,income,621,sales,upi
17,2026-03-26,expense,2191,inputs,cash
17,2026-03-27,income,655,sales,cash
17,2026-03-27,expense,2360,inputs,cash
17,2026-03-28,income,614,sales,cash
17,2026-03-28,expense,2254,inputs,cash
17,2026-03-29,income,536,sales,upi
17,2026-03-29,expense,2494,inputs,cash
17,2026-03-30,income,734,sales,upi
17,2026-03-30,expense,2166,inputs,cash
17,2026-03-31,income,791,sales,cash
17,2026-03-31,expense,2368,inputs,cash
17,2026-04-01,income,664,sales,cash
17,2026-04-01,expense,2299,inputs,cash
17,2026-04-02,income,569,sales,cash
17,2026-04-02,expense,2395,inputs,cash
17,2026-04-03,income,635,sales,upi
17,2026-04-03,expense,2302,inputs,cash
17,2026-04-04,income,165879,sales,upi
17,2026-04-04,expense,2155,inputs,cash
17,2026-04-05,income,704,sales,cash
17,2026-04-05,expense,2286,inputs,cash
17,2026-04-05,loan_repayment,4800,emi,bank
17,2026-04-06,income,640,sales,upi
17,2026-04-06,expense,2123,inputs,cash
17,2026-04-06,savings_deposit,2938,group_savings,cash
17,2026-04-07,income,530,sales,cash
17,2026-04-07,expense,2160,inputs,cash
17,2026-04-08,income,641,sales,cash
17,2026-04-08,expense,2298,inputs,cash
17,2026-04-09,income,599,sales,upi
17,2026-04-09,expense,2019,inputs,cash
17,2026-04-10,income,695,sales,upi
17,2026-04-10,expense,2463,inputs,cash
17,2026-04-11,income,624,sales,cash
17,2026-04-11,expense,2370,inputs,cash
17,2026-04-12,income,741,sales,cash
17,2026-04-12,expense,2626,inputs,cash
17,2026-04-13,income,748,sales,cash
17,2026-04-13,expense,2651,inputs,cash
17,2026-04-13,savings_deposit,3212,group_savings,cash
17,2026-04-14,income,492,sales,upi
17,2026-04-14,expense,2140,inputs,cash
17,2026-04-15,income,672,sales,upi
17,2026-04-15,expense,2422,inputs,cash
17,2026-04-16,income,757,sales,upi
17,2026-04-16,expense,2335,inputs,cash
17,2026-04-17,income,716,sales,upi
17,2026-04-17,expense,2494,inputs,cash
17,2026-04-18,income,443,sales,upi
17,2026-04-18,expense,2259,inputs,cash
17,2026-04-19,income,793,sales,upi
17,2026-04-19,expense,2275,inputs,cash
17,2026-04-20,income,521,sales,cash
17,2026-04-20,expense,2308,inputs,cash
17,2026-04-20,savings_deposit,2698,group_savings,cash
17,2026-04-21,income,497,sales,cash
17,2026-04-21,expense,2359,inputs,cash
17,2026-04-22,income,501,sales,upi
17,2026-04-22,expense,2309,inputs,cash
17,2026-04-23,income,683,sales,cash
17,2026-04-23,expense,2407,inputs,cash
17,2026-04-24,income,562,sales,upi
17,2026-04-24,expense,2228,inputs,cash
17,2026-04-25,income,581,sales,upi
17,2026-04-25,expense,2082,inputs,cash
17,2026-04-26,income,600,sales,cash
17,2026-04-26,expense,2244,inputs,cash
17,2026-04-27,income,746,sales,cash
17,2026-04-27,expense,2233,inputs,cash
17,2026-04-27,savings_deposit,1546,group_savings,cash
17,2026-04-28,income,697,sales,cash
17,2026-04-28,expense,2668,inputs,cash
17,2026-04-29,income,533,sales,upi
17,2026-04-29,expense,2302,inputs,cash
17,2026-04-30,income,584,sales,upi
17,2026-04-30,expense,2447,inputs,cash
17,2026-05-01,income,486,sales,cash
17,2026-05-01,expense,2311,inputs,cash
17,2026-05-02,income,551,sales,upi
17,2026-05-02,expense,2133,inputs,cash
17,2026-05-03,income,648,sales,cash
17,2026-05-03,expense,2154,inputs,cash
17,2026-05-04,income,587,sales,cash
17,2026-05-04,expense,2353,inputs,cash
17,2026-05-04,savings_deposit,2154,group_savings,cash
17,2026-05-05,income,527,sales,cash
17,2026-05-05,expense,2447,inputs,cash
17,2026-05-05,loan_repayment,4800,emi,bank
17,2026-05-06,income,691,sales,upi
17,2026-05-06,expense,2423,inputs,cash
17,2026-05-07,income,621,sales,upi
17,2026-05-07,expense,2352,inputs,cash
17,2026-05-08,income,542,sales,upi
17,2026-05-08,expense,2407,inputs,cash
17,2026-05-09,income,738,sales,upi
17,2026-05-09,expense,2392,inputs,cash
17,2026-05-10,income,649,sales,upi
